dateTime,latitude,longitude,PRES,TEMP,RVFL,EWCT_BottomAvrg,NSCT_Bottom,Int_BottomAvrg,Dir_BottomAvrg,EWCT_TopAvrg,NSCT_TopAvrg,Int_TopAvrg,Dir_TopAvrg
2024-09-17T16-20-00Z,45.7616667,13.4963333,11.57,22.35,-8.9,-0.026,0.012,0.029,294.78,-0.015,0.032,0.035,334.89
2024-09-17T16-30-00Z,45.7616667,13.4963333,11.62,22.35,-33.32,-0.005,0.013,0.014,338.96,-0.032,0.068,0.075,334.8
2024-09-17T16-40-00Z,45.7616667,13.4963333,11.67,22.35,-13.23,0.046,-0.011,0.047,103.45,-0.005,0.045,0.045,353.66
2024-09-17T16-50-00Z,45.7616667,13.4963333,11.73,22.35,-36.06,-0.016,0.015,0.022,313.15,-0.034,0.073,0.081,335.03
2024-09-17T17-00-00Z,45.7616667,13.4963333,11.78,22.34,-36.16,-0.006,0.008,0.01,323.13,-0.059,0.051,0.078,310.84
2024-09-17T17-10-00Z,45.7616667,13.4963333,11.82,22.34,0.6,0.009,-0.01,0.013,138.01,-0.002,0.016,0.016,352.87
2024-09-17T17-20-00Z,45.7616667,13.4963333,11.84,22.34,17.21,0.013,0.001,0.013,85.6,-0.01,-0.013,0.016,217.57
2024-09-17T17-30-00Z,45.7616667,13.4963333,11.88,22.34,28.71,-0.012,0.016,0.02,323.13,0.014,-0.028,0.031,153.43
2024-09-17T17-40-00Z,45.7616667,13.4963333,11.9,22.34,-4.28,0,0.029,0.029,0,-0.01,0.016,0.019,327.99
2024-09-17T17-50-00Z,45.7616667,13.4963333,11.93,22.33,-7.16,-0.015,0.041,0.044,339.9,-0.009,0.005,0.01,299.05
2024-09-17T18-00-00Z,45.7616667,13.4963333,11.96,22.33,-13.4,-0.01,0.037,0.038,344.88,-0.019,0.029,0.035,326.77
2024-09-17T18-10-00Z,45.7616667,13.4963333,11.99,22.33,-23.1,-0.017,-0.002,0.017,263.29,-0.022,0.041,0.047,331.78
2024-09-17T18-20-00Z,45.7616667,13.4963333,12.03,22.33,-19.8,-0.005,-0.003,0.006,239.04,-0.022,0.047,0.052,334.92
2024-09-17T18-30-00Z,45.7616667,13.4963333,12.06,22.33,-26.52,-0.023,0.02,0.03,311.01,-0.028,0.047,0.055,329.22
2024-09-17T18-40-00Z,45.7616667,13.4963333,12.1,22.33,-23.22,-0.02,0.023,0.03,318.99,-0.038,0.043,0.057,318.53
2024-09-17T18-50-00Z,45.7616667,13.4963333,12.15,22.33,1.47,-0.024,0.024,0.034,315,0.005,0.025,0.025,11.31
2024-09-17T19-00-00Z,45.7616667,13.4963333,12.17,22.33,38.41,-0.006,0.034,0.035,349.99,0.055,-0.022,0.059,111.8
2024-09-17T19-10-00Z,45.7616667,13.4963333,12.19,22.33,8.32,-0.004,0.022,0.022,349.7,-0.015,-0.013,0.02,229.09
2024-09-17T19-20-00Z,45.7616667,13.4963333,12.2,22.33,37.16,-0.02,0.003,0.02,278.53,0.023,-0.04,0.046,150.1
2024-09-17T19-30-00Z,45.7616667,13.4963333,12.2,22.32,45.4,0,0.003,0.003,0,0.018,-0.041,0.045,156.3
2024-09-17T19-40-00Z,45.7616667,13.4963333,12.2,22.32,15.01,-0.008,0.072,0.072,353.66,-0.017,-0.033,0.037,207.26
2024-09-17T19-50-00Z,45.7616667,13.4963333,12.21,22.33,30.54,-0.034,0.041,0.053,320.33,-0.011,-0.05,0.051,192.41
2024-09-17T20-00-00Z,45.7616667,13.4963333,12.21,22.33,30.29,-0.045,0.057,0.073,321.71,0.027,-0.051,0.058,152.1
2024-09-17T20-10-00Z,45.7616667,13.4963333,12.21,22.33,53.62,-0.025,0.018,0.031,305.75,0.051,-0.057,0.076,138.18
2024-09-17T20-20-00Z,45.7616667,13.4963333,12.22,22.3,66.42,0.003,0.011,0.011,15.26,0.043,-0.074,0.086,149.84
2024-09-17T20-30-00Z,45.7616667,13.4963333,12.23,22.28,53.06,0.024,-0.019,0.031,128.37,0.016,-0.043,0.046,159.59
2024-09-17T20-40-00Z,45.7616667,13.4963333,12.22,22.28,86.98,0.025,0.001,0.025,87.71,0.005,-0.114,0.114,177.49
2024-09-17T20-50-00Z,45.7616667,13.4963333,12.22,22.28,74.83,0.016,-0.01,0.019,122.01,0.033,-0.08,0.087,157.58
2024-09-17T21-00-00Z,45.7616667,13.4963333,12.2,22.29,78.83,0.003,-0.009,0.009,161.57,0.057,-0.078,0.097,143.84
2024-09-17T21-10-00Z,45.7616667,13.4963333,12.17,22.3,95.66,-0.034,0.009,0.035,284.83,0.029,-0.122,0.125,166.63
2024-09-17T21-20-00Z,45.7616667,13.4963333,12.14,22.3,129.56,-0.011,0.003,0.011,285.26,0.042,-0.129,0.136,161.97
2024-09-17T21-30-00Z,45.7616667,13.4963333,12.1,22.3,84.27,-0.009,0.018,0.02,333.43,0.028,-0.119,0.122,166.76
2024-09-17T21-40-00Z,45.7616667,13.4963333,12.09,22.31,71.06,-0.006,0.027,0.028,347.47,0.037,-0.091,0.098,157.87
2024-09-17T21-50-00Z,45.7616667,13.4963333,12.06,22.31,66.46,-0.012,0.04,0.042,343.3,0.032,-0.087,0.093,159.81
2024-09-17T22-00-00Z,45.7616667,13.4963333,12.02,22.31,101.97,0.014,0.008,0.016,60.26,0.053,-0.133,0.143,158.27
2024-09-17T22-10-00Z,45.7616667,13.4963333,11.97,22.31,126.79,0.001,-0.027,0.027,177.88,0.05,-0.159,0.167,162.54
2024-09-17T22-20-00Z,45.7616667,13.4963333,11.94,22.32,98.52,-0.046,-0.01,0.047,257.74,0.058,-0.126,0.139,155.28
2024-09-17T22-30-00Z,45.7616667,13.4963333,11.89,22.32,118.82,-0.034,0.012,0.036,289.44,0.102,-0.169,0.197,148.89
2024-09-17T22-40-00Z,45.7616667,13.4963333,11.86,22.32,104.93,-0.034,0.017,0.038,296.57,0.098,-0.142,0.173,145.39
2024-09-17T22-50-00Z,45.7616667,13.4963333,11.84,22.32,128.58,-0.022,0.039,0.045,330.57,0.064,-0.172,0.184,159.59
2024-09-17T23-00-00Z,45.7616667,13.4963333,11.82,22.32,138.07,0.002,0.013,0.013,8.75,0.041,-0.19,0.194,167.82
2024-09-17T23-10-00Z,45.7616667,13.4963333,11.79,22.32,147.4,-0.023,0.004,0.023,279.87,0.06,-0.199,0.208,163.22
2024-09-17T23-20-00Z,45.7616667,13.4963333,11.75,22.32,123.82,-0.052,0.012,0.053,282.99,0.061,-0.166,0.177,159.82
2024-09-17T23-30-00Z,45.7616667,13.4963333,11.7,22.32,242.09,-0.019,0.03,0.036,327.65,0.094,-0.338,0.351,164.46
2024-09-17T23-40-00Z,45.7616667,13.4963333,11.64,22.32,198.02,-0.018,-0.001,0.018,266.82,0.087,-0.269,0.283,162.08
2024-09-17T23-50-00Z,45.7616667,13.4963333,11.58,22.32,190.49,-0.022,-0.032,0.039,214.51,0.123,-0.293,0.318,157.23
2024-09-18T00-00-00Z,45.7616667,13.4963333,11.54,22.32,117.37,0.013,-0.007,0.015,118.3,0.122,-0.183,0.22,146.31
2024-09-18T00-10-00Z,45.7616667,13.4963333,11.49,22.32,99.11,-0.044,-0.005,0.044,263.52,0.133,-0.162,0.21,140.61
2024-09-18T00-20-00Z,45.7616667,13.4963333,11.46,22.32,80.75,-0,-0.007,0.007,180,0.12,-0.128,0.175,136.85
2024-09-18T00-30-00Z,45.7616667,13.4963333,11.44,22.32,83.06,-0.076,0.019,0.078,284.04,0.045,-0.167,0.173,164.92
2024-09-18T00-40-00Z,45.7616667,13.4963333,11.4,22.32,136.66,-0.06,0.004,0.06,273.81,0.14,-0.214,0.256,146.81
2024-09-18T00-50-00Z,45.7616667,13.4963333,11.37,22.32,123.9,-0.076,0.008,0.076,276.01,0.099,-0.203,0.226,154
2024-09-18T01-00-00Z,45.7616667,13.4963333,11.34,22.32,128.35,-0.011,0.003,0.011,285.26,0.149,-0.182,0.235,140.69
2024-09-18T01-10-00Z,45.7616667,13.4963333,11.31,22.32,111.73,-0.022,0.02,0.03,312.27,0.14,-0.164,0.216,139.51
2024-09-18T01-20-00Z,45.7616667,13.4963333,11.29,22.31,108.04,-0.06,-0.005,0.06,265.24,0.061,-0.17,0.181,160.26
2024-09-18T01-30-00Z,45.7616667,13.4963333,11.27,22.31,127.61,-0.083,-0.024,0.086,253.87,0.053,-0.203,0.21,165.37
2024-09-18T01-40-00Z,45.7616667,13.4963333,11.25,22.31,114.38,-0.019,-0.008,0.021,247.17,0.068,-0.193,0.205,160.59
2024-09-18T01-50-00Z,45.7616667,13.4963333,11.24,22.31,104.17,0,0.019,0.019,0,0.09,-0.159,0.183,150.49
2024-09-18T02-00-00Z,45.7616667,13.4963333,11.22,22.31,73.12,-0.063,0.028,0.069,293.96,0.068,-0.121,0.139,150.66
2024-09-18T02-10-00Z,45.7616667,13.4963333,11.21,22.31,104.93,-0.051,-0.017,0.054,251.57,0.089,-0.162,0.185,151.22
2024-09-18T02-20-00Z,45.7616667,13.4963333,11.2,22.31,72.78,-0.041,-0.016,0.044,248.68,0.024,-0.123,0.125,168.96
2024-09-18T02-30-00Z,45.7616667,13.4963333,11.19,22.31,52.49,-0.096,0.006,0.096,273.58,-0.003,-0.099,0.099,181.74
2024-09-18T02-40-00Z,45.7616667,13.4963333,11.2,22.31,58.44,-0.08,0.022,0.083,285.38,0.027,-0.109,0.112,166.09
2024-09-18T02-50-00Z,45.7616667,13.4963333,11.2,22.31,35.27,-0.096,-0.001,0.096,269.4,0.044,-0.051,0.067,139.21
2024-09-18T03-00-00Z,45.7616667,13.4963333,11.19,22.3,36.13,-0.058,0.013,0.059,282.63,0.017,-0.058,0.06,163.66
2024-09-18T03-10-00Z,45.7616667,13.4963333,11.2,22.3,42.25,-0.079,0.001,0.079,270.73,0.022,-0.072,0.075,163.01
2024-09-18T03-20-00Z,45.7616667,13.4963333,11.2,22.3,54.38,-0.089,-0.031,0.094,250.8,0.044,-0.071,0.084,148.21
2024-09-18T03-30-00Z,45.7616667,13.4963333,11.24,22.3,0.33,-0.06,0.044,0.074,306.25,-0.007,-0.013,0.015,208.3
2024-09-18T03-40-00Z,45.7616667,13.4963333,11.29,22.3,-16.57,-0.013,0.051,0.053,345.7,-0.004,0.029,0.029,352.15
2024-09-18T03-50-00Z,45.7616667,13.4963333,11.34,22.3,-8.63,-0.024,0.022,0.033,312.51,0.013,0.023,0.026,29.48
2024-09-18T04-00-00Z,45.7616667,13.4963333,11.39,22.3,27.01,-0.003,-0.002,0.004,236.31,0.018,-0.025,0.031,144.25
2024-09-18T04-10-00Z,45.7616667,13.4963333,11.43,22.3,-9.5,-0.019,0.012,0.022,302.28,-0.008,0.033,0.034,346.37
2024-09-18T04-20-00Z,45.7616667,13.4963333,11.48,22.3,-18.03,0.012,0.019,0.022,32.28,-0.005,0.038,0.038,352.5
2024-09-18T04-30-00Z,45.7616667,13.4963333,11.53,22.3,15.24,0.021,-0.024,0.032,138.81,0.036,0.002,0.036,86.82
2024-09-18T04-40-00Z,45.7616667,13.4963333,11.58,22.3,21.63,-0.024,0.038,0.045,327.72,0.022,-0.036,0.042,148.57
2024-09-18T04-50-00Z,45.7616667,13.4963333,11.64,22.3,-17.3,-0.024,0.059,0.064,337.86,-0.021,0.03,0.037,325.01
2024-09-18T05-00-00Z,45.7616667,13.4963333,11.69,22.3,1.36,-0.007,0.043,0.044,350.75,0.002,0.006,0.006,18.43
2024-09-18T05-10-00Z,45.7616667,13.4963333,11.73,22.3,-16.18,0.007,0.053,0.053,7.52,-0.03,0.019,0.036,302.35
2024-09-18T05-20-00Z,45.7616667,13.4963333,11.77,22.29,18.55,-0.009,0.027,0.028,341.57,0.02,-0.001,0.02,92.86
2024-09-18T05-30-00Z,45.7616667,13.4963333,11.82,22.29,-19.23,-0.026,-0,0.026,270,-0.036,0.041,0.055,318.72
2024-09-18T05-40-00Z,45.7616667,13.4963333,11.86,22.29,0.83,-0.022,-0.004,0.022,259.7,-0.002,0.013,0.013,351.25
2024-09-18T05-50-00Z,45.7616667,13.4963333,11.9,22.29,-18.23,-0.014,-0.002,0.014,261.87,0.003,0.043,0.043,3.99
2024-09-18T06-00-00Z,45.7616667,13.4963333,11.96,22.29,-21.39,-0.008,-0.003,0.009,249.44,-0.023,0.043,0.049,331.86
2024-09-18T06-10-00Z,45.7616667,13.4963333,12,22.29,-36.88,0.027,-0.045,0.052,149.04,-0.025,0.066,0.071,339.25
2024-09-18T06-20-00Z,45.7616667,13.4963333,12.04,22.29,-36.3,0.008,-0.02,0.022,158.2,0.003,0.069,0.069,2.49
2024-09-18T06-30-00Z,45.7616667,13.4963333,12.09,22.29,-32.55,-0.004,-0.016,0.016,194.04,-0.005,0.053,0.053,354.61
2024-09-18T06-40-00Z,45.7616667,13.4963333,12.14,22.29,-56.69,0.031,0.008,0.032,75.53,-0.026,0.052,0.058,333.43
2024-09-18T06-50-00Z,45.7616667,13.4963333,12.2,22.29,-54.98,-0.021,0.051,0.055,337.62,0.004,0.05,0.05,4.57
2024-09-18T07-00-00Z,45.7616667,13.4963333,12.24,22.29,-53.02,-0.006,0.05,0.05,353.16,-0.073,0.032,0.08,293.67
2024-09-18T07-10-00Z,45.7616667,13.4963333,12.28,22.29,-35.43,0.003,0.018,0.018,9.46,-0.013,0.035,0.037,339.62
2024-09-18T07-20-00Z,45.7616667,13.4963333,12.31,22.29,-23.85,0.041,-0.014,0.043,108.85,-0.008,0.039,0.04,348.41
2024-09-18T07-30-00Z,45.7616667,13.4963333,12.35,22.29,-32.43,-0.002,0.02,0.02,354.29,-0.05,0.026,0.056,297.47
2024-09-18T07-40-00Z,45.7616667,13.4963333,12.39,22.28,-30.51,-0.008,0.029,0.03,344.58,-0.025,0.032,0.041,322
2024-09-18T07-50-00Z,45.7616667,13.4963333,12.43,22.28,-66.82,-0.022,0.056,0.06,338.55,-0.035,0.075,0.083,334.98
2024-09-18T08-00-00Z,45.7616667,13.4963333,12.46,22.28,-46.84,-0.021,0.046,0.051,335.46,-0.08,0.037,0.088,294.82
2024-09-18T08-10-00Z,45.7616667,13.4963333,12.48,22.28,-29.64,-0.022,0.037,0.043,329.26,-0.063,0.01,0.064,279.02
2024-09-18T08-20-00Z,45.7616667,13.4963333,12.5,22.28,-15.51,0.004,0.01,0.011,21.8,-0.029,0.019,0.035,303.23
2024-09-18T08-30-00Z,45.7616667,13.4963333,12.52,22.28,-67.15,0.007,-0.025,0.026,164.36,-0.076,0.084,0.113,317.86
2024-09-18T08-40-00Z,45.7616667,13.4963333,12.53,22.28,-52.61,-0.013,0.003,0.013,282.99,-0.047,0.061,0.077,322.39
2024-09-18T08-50-00Z,45.7616667,13.4963333,12.54,22.28,11.7,0.008,0.02,0.022,21.8,-0.004,-0.008,0.009,206.57
2024-09-18T09-00-00Z,45.7616667,13.4963333,12.54,22.28,-23.3,-0.011,0.013,0.017,319.76,-0.019,0.033,0.038,330.07
2024-09-18T09-10-00Z,45.7616667,13.4963333,12.54,22.28,-18.31,-0.014,0.034,0.037,337.62,0.004,0.025,0.025,9.09
2024-09-18T09-20-00Z,45.7616667,13.4963333,12.52,22.28,2.5,-0.001,0.007,0.007,351.87,-0.044,-0.016,0.047,250.02
2024-09-18T09-30-00Z,45.7616667,13.4963333,12.5,22.28,-6.05,0.012,-0.021,0.024,150.26,-0.017,0.011,0.02,302.91
2024-09-18T09-40-00Z,45.7616667,13.4963333,12.47,22.28,47.72,-0.002,-0.034,0.034,183.37,0.001,-0.043,0.043,178.67
2024-09-18T09-50-00Z,45.7616667,13.4963333,12.45,22.28,41.66,0.005,-0.01,0.011,153.43,0.045,-0.026,0.052,120.02
2024-09-18T10-00-00Z,45.7616667,13.4963333,12.43,22.28,9.73,-0.029,0.021,0.036,305.91,-0.019,-0.022,0.029,220.82
2024-09-18T10-10-00Z,45.7616667,13.4963333,12.41,22.28,-14.78,0.013,0.046,0.048,15.78,-0.031,0.002,0.031,273.69
2024-09-18T10-20-00Z,45.7616667,13.4963333,12.38,22.28,-23.93,-0.017,0.004,0.017,283.24,-0.049,0.017,0.052,289.13
2024-09-18T10-30-00Z,45.7616667,13.4963333,12.36,22.28,-20.95,-0.004,0.013,0.014,342.9,-0.029,0.014,0.032,295.77
2024-09-18T10-40-00Z,45.7616667,13.4963333,12.32,22.28,0.72,0.024,-0.002,0.024,94.76,-0.04,-0.012,0.042,253.3
2024-09-18T10-50-00Z,45.7616667,13.4963333,12.28,22.28,22.8,0.002,-0.023,0.023,175.03,-0.005,-0.028,0.028,190.12
2024-09-18T11-00-00Z,45.7616667,13.4963333,12.23,22.28,30.56,-0.012,-0.013,0.018,222.71,-0.007,-0.048,0.049,188.3
2024-09-18T11-10-00Z,45.7616667,13.4963333,12.17,22.28,100.34,0.037,-0.021,0.043,119.58,0.053,-0.122,0.133,156.52
2024-09-18T11-20-00Z,45.7616667,13.4963333,12.13,22.28,62.19,0.002,0.003,0.004,33.69,0.018,-0.101,0.103,169.89
2024-09-18T11-30-00Z,45.7616667,13.4963333,12.07,22.28,89.33,-0.024,0.008,0.025,288.43,0.027,-0.136,0.139,168.77
2024-09-18T11-40-00Z,45.7616667,13.4963333,12.02,22.28,50.08,-0.031,-0.007,0.032,257.28,-0.016,-0.092,0.093,189.87
2024-09-18T11-50-00Z,45.7616667,13.4963333,11.97,22.28,58.12,-0.016,-0.014,0.021,228.81,-0.013,-0.098,0.099,187.56
2024-09-18T12-00-00Z,45.7616667,13.4963333,11.92,22.28,76.94,-0.027,-0.014,0.03,242.59,0.04,-0.114,0.121,160.67
2024-09-18T12-10-00Z,45.7616667,13.4963333,11.87,22.28,57.57,-0.023,0.029,0.037,321.58,0.038,-0.101,0.108,159.38
2024-09-18T12-20-00Z,45.7616667,13.4963333,11.83,22.28,103.6,-0.039,-0.001,0.039,268.53,0.094,-0.134,0.164,144.95
2024-09-18T12-30-00Z,45.7616667,13.4963333,11.79,22.28,107.15,-0.008,0.035,0.036,347.12,0.05,-0.168,0.175,163.43
2024-09-18T12-40-00Z,45.7616667,13.4963333,11.75,22.28,106.53,0.03,0.015,0.034,63.43,0.022,-0.169,0.17,172.58
2024-09-18T12-50-00Z,45.7616667,13.4963333,11.7,22.28,117.65,-0.025,0.007,0.026,285.64,0.038,-0.179,0.183,168.01
2024-09-18T13-00-00Z,45.7616667,13.4963333,11.66,22.28,59.47,-0.015,0.013,0.02,310.91,-0,-0.106,0.106,180
2024-09-18T13-10-00Z,45.7616667,13.4963333,11.62,22.28,74.54,-0.019,-0.004,0.019,258.11,0.049,-0.13,0.139,159.35
2024-09-18T13-20-00Z,45.7616667,13.4963333,11.57,22.28,94.08,0,-0.002,0.002,180,0.065,-0.166,0.178,158.62
2024-09-18T13-30-00Z,45.7616667,13.4963333,11.52,22.28,56.05,0.006,0.057,0.057,6.01,0.016,-0.144,0.145,173.66
2024-09-18T13-40-00Z,45.7616667,13.4963333,11.47,22.27,64.73,-0.047,0.002,0.047,272.44,0.023,-0.138,0.14,170.54
2024-09-18T13-50-00Z,45.7616667,13.4963333,11.44,22.28,34.46,-0.028,0.058,0.064,334.23,0.008,-0.092,0.092,175.03
2024-09-18T14-00-00Z,45.7616667,13.4963333,11.42,22.28,39.98,-0.028,0.028,0.04,315,0.021,-0.089,0.091,166.72
2024-09-18T14-10-00Z,45.7616667,13.4963333,11.4,22.28,44.33,-0.062,0.014,0.064,282.72,0.049,-0.083,0.096,149.44
2024-09-18T14-20-00Z,45.7616667,13.4963333,11.38,22.27,47.43,-0.049,0.017,0.052,289.13,-0.002,-0.104,0.104,181.1
2024-09-18T14-30-00Z,45.7616667,13.4963333,11.37,22.28,71.14,-0.06,0.008,0.061,277.59,0.029,-0.127,0.13,167.14
2024-09-18T14-40-00Z,45.7616667,13.4963333,11.36,22.28,40.98,-0.025,0.004,0.025,279.09,-0.002,-0.073,0.073,181.57
2024-09-18T14-50-00Z,45.7616667,13.4963333,11.37,22.28,32.15,-0.05,0.033,0.06,303.42,0.002,-0.074,0.074,178.45
2024-09-18T15-00-00Z,45.7616667,13.4963333,11.38,22.28,-0.44,-0.082,-0.01,0.083,263.05,-0.032,-0.019,0.037,239.3
2024-09-18T15-10-00Z,45.7616667,13.4963333,11.39,22.28,16.92,-0.072,0.021,0.075,286.26,0.04,-0.022,0.046,118.81
2024-09-18T15-20-00Z,45.7616667,13.4963333,11.41,22.28,-8.01,-0.014,0.004,0.015,285.95,-0.028,0.014,0.031,296.57
2024-09-18T15-30-00Z,45.7616667,13.4963333,11.42,22.27,5.51,-0.012,0.016,0.02,323.13,-0.015,-0.005,0.016,251.57
2024-09-18T15-40-00Z,45.7616667,13.4963333,11.41,22.27,31.66,-0.05,0.023,0.055,294.7,0.028,-0.044,0.052,147.53
2024-09-18T15-50-00Z,45.7616667,13.4963333,11.4,22.27,16.9,-0.07,-0.02,0.073,254.05,0.037,-0.008,0.038,102.2
2024-09-18T16-00-00Z,45.7616667,13.4963333,11.39,22.27,32.73,-0.071,0.027,0.076,290.82,0.025,-0.062,0.067,158.04
2024-09-18T16-10-00Z,45.7616667,13.4963333,11.4,22.27,14.35,0.012,0.041,0.043,16.31,0.006,-0.036,0.036,170.54
2024-09-18T16-20-00Z,45.7616667,13.4963333,11.42,22.26,15.44,-0.026,0.005,0.026,280.89,-0.036,-0.029,0.046,231.15
2024-09-18T16-30-00Z,45.7616667,13.4963333,11.43,22.26,15.76,-0.002,-0.001,0.002,243.43,-0.006,-0.019,0.02,197.53
2024-09-18T16-40-00Z,45.7616667,13.4963333,11.45,22.26,4.16,-0.004,0.011,0.012,340.02,-0.011,0.009,0.014,309.29
2024-09-18T16-50-00Z,45.7616667,13.4963333,11.49,22.26,-7.35,-0,0.025,0.025,0,0.01,0.036,0.037,15.52
2024-09-18T17-00-00Z,45.7616667,13.4963333,11.53,22.26,-11.75,-0,0.026,0.026,0,0.009,0.034,0.035,14.83
2024-09-18T17-10-00Z,45.7616667,13.4963333,11.57,22.26,-42.02,-0.002,0.018,0.018,353.66,-0.015,0.093,0.094,350.84
2024-09-18T17-20-00Z,45.7616667,13.4963333,11.62,22.26,-21.59,-0.027,0.02,0.034,306.53,-0.021,0.053,0.057,338.39
2024-09-18T17-30-00Z,45.7616667,13.4963333,11.66,22.26,-22.88,-0.046,0.027,0.053,300.41,-0.047,0.029,0.055,301.68
2024-09-18T17-40-00Z,45.7616667,13.4963333,11.71,22.26,-4.24,0.011,0.002,0.011,79.7,-0.005,0.037,0.037,352.3
2024-09-18T17-50-00Z,45.7616667,13.4963333,11.75,22.26,3.6,0.003,-0.007,0.008,156.8,-0.014,0.022,0.026,327.53
2024-09-18T18-00-00Z,45.7616667,13.4963333,11.78,22.26,-20.37,-0.021,0.008,0.022,290.85,-0.028,0.039,0.048,324.32
2024-09-18T18-10-00Z,45.7616667,13.4963333,11.82,22.26,-3.98,-0.042,-0.003,0.042,265.91,-0.008,0.019,0.021,337.17
2024-09-18T18-20-00Z,45.7616667,13.4963333,11.86,22.26,-25.01,-0.023,0.065,0.069,340.51,-0.008,0.048,0.049,350.54
2024-09-18T18-30-00Z,45.7616667,13.4963333,11.91,22.25,-25.16,-0.028,0.027,0.039,313.96,-0.017,0.05,0.053,341.22
2024-09-18T18-40-00Z,45.7616667,13.4963333,11.96,22.25,-40.31,-0.024,0.007,0.025,286.26,-0.023,0.079,0.082,343.77
2024-09-18T18-50-00Z,45.7616667,13.4963333,11.99,22.25,-20.62,-0.033,-0.006,0.034,259.7,0.009,0.051,0.052,10.01
2024-09-18T19-00-00Z,45.7616667,13.4963333,12.02,22.25,-42.68,0.003,-0.02,0.02,171.47,-0.041,0.088,0.097,335.02
2024-09-18T19-10-00Z,45.7616667,13.4963333,12.05,22.25,-28.37,-0.033,0.023,0.04,304.88,-0.021,0.047,0.051,335.92
2024-09-18T19-20-00Z,45.7616667,13.4963333,12.07,22.25,-13.06,-0.013,0.018,0.022,324.16,-0.009,0.03,0.031,343.3
2024-09-18T19-30-00Z,45.7616667,13.4963333,12.11,22.25,-21.03,-0.043,0.027,0.051,302.12,-0.015,0.036,0.039,337.38
2024-09-18T19-40-00Z,45.7616667,13.4963333,12.13,22.25,-14.82,0.002,0.035,0.035,3.27,-0.02,0.062,0.065,342.12
2024-09-18T19-50-00Z,45.7616667,13.4963333,12.13,22.25,-5.08,-0.005,0.002,0.005,291.8,0,0.047,0.047,0
2024-09-18T20-00-00Z,45.7616667,13.4963333,12.16,22.25,7.43,-0.011,0.03,0.032,339.86,0.044,0.009,0.045,78.44
2024-09-18T20-10-00Z,45.7616667,13.4963333,12.16,22.25,17.92,-0.018,0.026,0.032,325.3,0.005,-0.017,0.018,163.61
2024-09-18T20-20-00Z,45.7616667,13.4963333,12.17,22.25,12.86,-0.018,0.008,0.02,293.96,0.013,-0.003,0.013,102.99
2024-09-18T20-30-00Z,45.7616667,13.4963333,12.18,22.25,18.83,-0.015,0.02,0.025,323.13,0.003,-0.024,0.024,172.87
2024-09-18T20-40-00Z,45.7616667,13.4963333,12.18,22.25,3.44,-0.021,0.042,0.047,333.43,0.004,-0.001,0.004,104.04
2024-09-18T20-50-00Z,45.7616667,13.4963333,12.16,22.25,13.16,-0.023,0.037,0.044,328.13,0.02,-0.02,0.028,135
2024-09-18T21-00-00Z,45.7616667,13.4963333,12.15,22.25,32.82,-0.003,0.009,0.009,341.57,-0.005,-0.016,0.017,197.35
2024-09-18T21-10-00Z,45.7616667,13.4963333,12.14,22.25,37.56,-0.026,0.03,0.04,319.09,0.002,-0.048,0.048,177.61
2024-09-18T21-20-00Z,45.7616667,13.4963333,12.14,22.25,17.26,-0.027,0.036,0.045,323.13,0.021,-0.004,0.021,100.78
2024-09-18T21-30-00Z,45.7616667,13.4963333,12.15,22.25,1.08,-0.028,0.025,0.038,311.76,0.002,0.014,0.014,8.13
2024-09-18T21-40-00Z,45.7616667,13.4963333,12.16,22.25,-0.83,-0.005,0.045,0.045,353.66,0.017,0.004,0.017,76.76
2024-09-18T21-50-00Z,45.7616667,13.4963333,12.16,22.25,1.61,-0.032,0.017,0.036,297.98,-0.013,-0.003,0.013,257.01
2024-09-18T22-00-00Z,45.7616667,13.4963333,12.15,22.25,13.02,-0.019,-0.003,0.019,261.03,0.002,0.004,0.004,26.57
2024-09-18T22-10-00Z,45.7616667,13.4963333,12.13,22.25,46.25,0.002,-0.019,0.019,173.99,0.043,-0.027,0.051,122.12
2024-09-18T22-20-00Z,45.7616667,13.4963333,12.11,22.25,46.43,-0.016,-0.042,0.045,200.85,0.035,-0.049,0.06,144.46
2024-09-18T22-30-00Z,45.7616667,13.4963333,12.07,22.25,67.48,-0.043,-0.009,0.044,258.18,0.038,-0.092,0.1,157.56
2024-09-18T22-40-00Z,45.7616667,13.4963333,12.03,22.25,82.62,-0.023,-0.018,0.029,231.95,0.033,-0.111,0.116,163.44
2024-09-18T22-50-00Z,45.7616667,13.4963333,11.98,22.25,97.06,-0.05,0.014,0.052,285.64,0.037,-0.148,0.153,165.96
2024-09-18T23-00-00Z,45.7616667,13.4963333,11.92,22.24,127.86,-0.033,-0.012,0.035,250.02,0.041,-0.19,0.194,167.82
2024-09-18T23-10-00Z,45.7616667,13.4963333,11.86,22.24,119.17,-0.028,0.019,0.034,304.16,0.042,-0.178,0.183,166.72
2024-09-18T23-20-00Z,45.7616667,13.4963333,11.8,22.24,128.92,-0.046,-0.006,0.046,262.57,0.043,-0.189,0.194,167.18
2024-09-18T23-30-00Z,45.7616667,13.4963333,11.75,22.24,116.9,-0.011,0.005,0.012,294.44,0.061,-0.164,0.175,159.6
2024-09-18T23-40-00Z,45.7616667,13.4963333,11.69,22.24,110.76,-0.063,0.017,0.065,285.1,0.063,-0.16,0.172,158.51
