dateTime,latitude,longitude,PRES,TEMP,RVFL,EWCT_BottomAvrg,NSCT_Bottom,Int_BottomAvrg,Dir_BottomAvrg,EWCT_TopAvrg,NSCT_TopAvrg,Int_TopAvrg,Dir_TopAvrg
2024-09-20T07-50-00Z,45.7616667,13.4963333,12.28,21.65,6.29,-0.017,-0.036,0.04,205.28,-0.015,0.01,0.018,303.69
2024-09-20T08-00-00Z,45.7616667,13.4963333,12.31,21.64,21.34,-0.032,-0.008,0.033,255.96,0.003,-0.015,0.015,168.69
2024-09-20T08-10-00Z,45.7616667,13.4963333,12.34,21.63,-16.46,-0.029,0.054,0.061,331.76,0.006,0.024,0.025,14.04
2024-09-20T08-20-00Z,45.7616667,13.4963333,12.38,21.65,-14.75,0.005,0.031,0.031,9.16,-0.011,0.02,0.023,331.19
2024-09-20T08-30-00Z,45.7616667,13.4963333,12.4,21.67,-9.43,-0.034,0.065,0.073,332.39,0.006,-0,0.006,90
2024-09-20T08-40-00Z,45.7616667,13.4963333,12.43,21.68,14.02,-0.02,0.048,0.052,337.38,-0.007,-0.033,0.034,191.98
2024-09-20T08-50-00Z,45.7616667,13.4963333,12.46,21.69,3.6,-0.008,0.068,0.068,353.29,-0.011,-0.016,0.019,214.51
2024-09-20T09-00-00Z,45.7616667,13.4963333,12.47,21.71,16.43,-0.05,-0.005,0.05,264.29,-0.026,-0.024,0.035,227.29
2024-09-20T09-10-00Z,45.7616667,13.4963333,12.48,21.73,-40.71,-0.025,-0.017,0.03,235.78,-0.025,0.054,0.06,335.16
2024-09-20T09-20-00Z,45.7616667,13.4963333,12.48,21.74,1.75,0.03,-0.015,0.034,116.57,0.024,0.022,0.033,47.49
2024-09-20T09-30-00Z,45.7616667,13.4963333,12.49,21.74,23.53,-0.014,-0.004,0.015,254.05,0.006,-0.019,0.02,162.47
2024-09-20T09-40-00Z,45.7616667,13.4963333,12.5,21.76,35.84,-0.025,-0.004,0.025,260.91,0.01,-0.041,0.042,166.29
2024-09-20T09-50-00Z,45.7616667,13.4963333,12.5,21.77,28.23,-0.045,0.012,0.047,284.93,0.046,-0.021,0.051,114.54
2024-09-20T10-00-00Z,45.7616667,13.4963333,12.51,21.78,13.64,-0.027,-0.036,0.045,216.87,-0.036,-0.023,0.043,237.43
2024-09-20T10-10-00Z,45.7616667,13.4963333,12.5,21.79,16.12,-0.042,-0.025,0.049,239.24,-0.023,-0.023,0.033,225
2024-09-20T10-20-00Z,45.7616667,13.4963333,12.49,21.8,21.68,-0.014,-0.026,0.03,208.3,-0.016,-0.029,0.033,208.89
2024-09-20T10-30-00Z,45.7616667,13.4963333,12.47,21.8,68.51,0.012,-0.042,0.044,164.05,0.027,-0.075,0.08,160.2
2024-09-20T10-40-00Z,45.7616667,13.4963333,12.44,21.8,44.16,0,-0.039,0.039,180,0.035,-0.043,0.055,140.86
2024-09-20T10-50-00Z,45.7616667,13.4963333,12.42,21.8,69.89,-0,-0.044,0.044,180,0.008,-0.095,0.095,175.19
2024-09-20T11-00-00Z,45.7616667,13.4963333,12.39,21.8,56.4,-0.024,-0.031,0.039,217.75,0.03,-0.063,0.07,154.54
2024-09-20T11-10-00Z,45.7616667,13.4963333,12.35,21.81,58.91,-0.004,-0.011,0.012,199.98,-0.011,-0.081,0.082,187.73
2024-09-20T11-20-00Z,45.7616667,13.4963333,12.32,21.81,78.79,-0.006,-0.017,0.018,199.44,0.046,-0.094,0.105,153.92
2024-09-20T11-30-00Z,45.7616667,13.4963333,12.28,21.82,93.73,-0,0.014,0.014,0,0.068,-0.11,0.129,148.28
2024-09-20T11-40-00Z,45.7616667,13.4963333,12.23,21.82,113.47,-0.04,-0.017,0.043,246.97,0.065,-0.146,0.16,156
2024-09-20T11-50-00Z,45.7616667,13.4963333,12.19,21.82,86.36,0.004,-0.034,0.034,173.29,0.035,-0.101,0.107,160.89
2024-09-20T12-00-00Z,45.7616667,13.4963333,12.14,21.82,101.25,0.002,-0.014,0.014,171.87,0.037,-0.109,0.115,161.25
2024-09-20T12-10-00Z,45.7616667,13.4963333,12.08,21.82,96.63,-0.001,-0.002,0.002,206.57,0.059,-0.132,0.145,155.92
2024-09-20T12-20-00Z,45.7616667,13.4963333,12.02,21.82,104.88,-0.019,-0.007,0.02,249.78,0.049,-0.147,0.155,161.57
2024-09-20T12-30-00Z,45.7616667,13.4963333,11.96,21.82,125.85,-0.024,0.033,0.041,323.97,0.077,-0.192,0.207,158.15
2024-09-20T12-40-00Z,45.7616667,13.4963333,11.9,21.82,108.39,-0.024,0.021,0.032,311.19,0.066,-0.162,0.175,157.83
2024-09-20T12-50-00Z,45.7616667,13.4963333,11.85,21.82,105.1,-0.019,0.025,0.031,322.77,0.063,-0.14,0.154,155.77
2024-09-20T13-00-00Z,45.7616667,13.4963333,11.8,21.82,65.94,-0.043,0.017,0.046,291.57,0.026,-0.095,0.098,164.69
2024-09-20T13-10-00Z,45.7616667,13.4963333,11.76,21.82,19.31,-0.022,0.025,0.033,318.65,-0.047,-0.053,0.071,221.57
2024-09-20T13-20-00Z,45.7616667,13.4963333,11.72,21.82,105.19,-0.004,-0.004,0.006,225,0.011,-0.153,0.153,175.89
2024-09-20T13-30-00Z,45.7616667,13.4963333,11.68,21.82,55.14,-0.082,0.001,0.082,270.7,0.006,-0.084,0.084,175.91
2024-09-20T13-40-00Z,45.7616667,13.4963333,11.65,21.82,99.23,-0.057,0.003,0.057,273.01,0.077,-0.1,0.126,142.4
2024-09-20T13-50-00Z,45.7616667,13.4963333,11.6,21.82,36.86,-0.124,0.034,0.129,285.33,0.023,-0.087,0.09,165.19
2024-09-20T14-00-00Z,45.7616667,13.4963333,11.55,21.82,36,0.009,0.031,0.032,16.19,0.014,-0.067,0.068,168.2
2024-09-20T14-10-00Z,45.7616667,13.4963333,11.52,21.81,58.45,-0.044,0.031,0.054,305.17,0.036,-0.099,0.105,160.02
2024-09-20T14-20-00Z,45.7616667,13.4963333,11.47,21.81,69.49,-0.066,0.012,0.067,280.3,0.044,-0.112,0.12,158.55
2024-09-20T14-30-00Z,45.7616667,13.4963333,11.43,21.82,49.81,-0.081,-0.007,0.081,265.06,-0.006,-0.089,0.089,183.86
2024-09-20T14-40-00Z,45.7616667,13.4963333,11.4,21.81,23.05,-0.035,0.013,0.037,290.38,0.005,-0.035,0.035,171.87
2024-09-20T14-50-00Z,45.7616667,13.4963333,11.37,21.81,2.22,-0.013,0.047,0.049,344.54,-0.015,-0.019,0.024,218.29
2024-09-20T15-00-00Z,45.7616667,13.4963333,11.35,21.81,10.18,-0.053,0.008,0.054,278.58,-0.053,-0.04,0.066,232.96
2024-09-20T15-10-00Z,45.7616667,13.4963333,11.31,21.81,50.88,-0.125,-0.007,0.125,266.79,-0.011,-0.094,0.095,186.67
2024-09-20T15-20-00Z,45.7616667,13.4963333,11.28,21.81,45.7,-0.098,0.016,0.099,279.27,0.02,-0.08,0.082,165.96
2024-09-20T15-30-00Z,45.7616667,13.4963333,11.26,21.81,57.59,-0.018,0.006,0.019,288.43,0.049,-0.073,0.088,146.13
2024-09-20T15-40-00Z,45.7616667,13.4963333,11.23,21.81,67.19,-0.063,0.008,0.064,277.24,0.023,-0.098,0.101,166.79
2024-09-20T15-50-00Z,45.7616667,13.4963333,11.21,21.8,55.59,-0.06,0.003,0.06,272.86,0.027,-0.078,0.083,160.91
2024-09-20T16-00-00Z,45.7616667,13.4963333,11.21,21.8,26.8,-0.116,0.006,0.116,272.96,-0.039,-0.061,0.072,212.59
2024-09-20T16-10-00Z,45.7616667,13.4963333,11.2,21.8,20.67,-0.02,0.009,0.022,294.23,0.021,-0.033,0.039,147.53
2024-09-20T16-20-00Z,45.7616667,13.4963333,11.21,21.81,12.31,-0.051,0.031,0.06,301.29,0.008,-0.012,0.014,146.31
2024-09-20T16-30-00Z,45.7616667,13.4963333,11.2,21.8,24.22,-0.011,-0.002,0.011,259.7,-0.003,-0.038,0.038,184.51
2024-09-20T16-40-00Z,45.7616667,13.4963333,11.2,21.8,11.4,-0.045,0.027,0.052,300.96,-0.003,-0.015,0.015,191.31
2024-09-20T16-50-00Z,45.7616667,13.4963333,11.22,21.8,28.04,-0.065,-0.016,0.067,256.17,0.021,-0.034,0.04,148.3
2024-09-20T17-10-00Z,45.7616667,13.4963333,11.27,21.79,-15.31,-0.036,0.021,0.042,300.26,-0.007,0.035,0.036,348.69
2024-09-20T17-20-00Z,45.7616667,13.4963333,11.3,21.79,-3.53,-0.008,0.041,0.042,348.96,0.004,0.007,0.008,29.74
2024-09-20T17-30-00Z,45.7616667,13.4963333,11.33,21.79,-6.35,-0.047,-0.009,0.048,259.16,-0.029,0.022,0.036,307.18
2024-09-20T17-40-00Z,45.7616667,13.4963333,11.36,21.79,-0.04,-0.038,-0.019,0.042,243.43,-0.054,-0.002,0.054,267.88
2024-09-20T17-50-00Z,45.7616667,13.4963333,11.4,21.79,-13.08,-0.016,0.017,0.023,316.74,-0.043,0.011,0.044,284.35
2024-09-20T18-00-00Z,45.7616667,13.4963333,11.44,21.78,-39.06,-0.03,0.029,0.042,314.03,-0.034,0.061,0.07,330.87
2024-09-20T18-10-00Z,45.7616667,13.4963333,11.48,21.78,-20.59,0.013,0.013,0.018,45,0.013,0.044,0.046,16.46
2024-09-20T18-20-00Z,45.7616667,13.4963333,11.52,21.78,-9.34,-0.006,0.013,0.014,335.22,-0.017,0.016,0.023,313.26
2024-09-20T18-30-00Z,45.7616667,13.4963333,11.56,21.77,-7.67,-0.007,-0.011,0.013,212.47,-0.017,0.016,0.023,313.26
2024-09-20T18-40-00Z,45.7616667,13.4963333,11.6,21.77,-27.23,-0.036,0.029,0.046,308.85,-0.001,0.057,0.057,358.99
2024-09-20T18-50-00Z,45.7616667,13.4963333,11.63,21.77,-9.53,0.006,0.029,0.03,11.69,-0.008,0.021,0.022,339.15
2024-09-20T19-00-00Z,45.7616667,13.4963333,11.68,21.77,-32.15,0.006,0.046,0.046,7.43,-0.03,0.046,0.055,326.89
2024-09-20T19-10-00Z,45.7616667,13.4963333,11.71,21.77,-28.93,-0.023,0.016,0.028,304.82,-0.005,0.055,0.055,354.81
2024-09-20T19-20-00Z,45.7616667,13.4963333,11.75,21.77,-6.68,-0.003,0.025,0.025,353.16,0.001,0.016,0.016,3.58
2024-09-20T19-30-00Z,45.7616667,13.4963333,11.79,21.77,-10.99,-0.014,-0.001,0.014,265.91,-0.027,0.025,0.037,312.8
2024-09-20T19-40-00Z,45.7616667,13.4963333,11.83,21.77,-18.65,-0.004,0.002,0.004,296.57,-0.015,0.037,0.04,337.93
2024-09-20T19-50-00Z,45.7616667,13.4963333,11.86,21.78,-11.6,-0.006,0.021,0.022,344.05,-0.005,0.039,0.039,352.69
2024-09-20T20-00-00Z,45.7616667,13.4963333,11.9,21.78,-16.05,-0.009,0.042,0.043,347.91,-0.005,0.034,0.034,351.63
2024-09-20T20-10-00Z,45.7616667,13.4963333,11.94,21.78,-21.64,-0.013,0.022,0.026,329.42,-0.018,0.047,0.05,339.04
2024-09-20T20-20-00Z,45.7616667,13.4963333,11.98,21.78,-17.75,-0.005,0.028,0.028,349.88,-0.01,0.03,0.032,341.57
2024-09-20T20-30-00Z,45.7616667,13.4963333,12.03,21.78,-22.51,-0.026,0.019,0.032,306.16,-0.03,0.043,0.052,325.1
2024-09-20T20-40-00Z,45.7616667,13.4963333,12.08,21.78,-58.42,-0.015,0.003,0.015,281.31,-0.06,0.088,0.107,325.71
2024-09-20T20-50-00Z,45.7616667,13.4963333,12.1,21.78,-9.18,-0.014,-0.018,0.023,217.87,-0.042,0.024,0.048,299.74
2024-09-20T21-00-00Z,45.7616667,13.4963333,12.12,21.78,-15.31,0.028,-0.045,0.053,148.11,-0.025,0.061,0.066,337.71
2024-09-20T21-10-00Z,45.7616667,13.4963333,12.14,21.77,5.39,-0.014,-0.039,0.041,199.75,-0.024,0.023,0.033,313.78
2024-09-20T21-20-00Z,45.7616667,13.4963333,12.14,21.77,3.77,-0.004,-0.003,0.005,233.13,0.005,0.017,0.018,16.39
2024-09-20T21-30-00Z,45.7616667,13.4963333,12.16,21.77,13.62,0.01,0.032,0.034,17.35,0.008,-0.015,0.017,151.93
2024-09-20T21-40-00Z,45.7616667,13.4963333,12.17,21.77,0.18,-0.024,0.015,0.028,302.01,0.031,0.01,0.033,72.12
2024-09-20T21-50-00Z,45.7616667,13.4963333,12.17,21.77,-1.3,-0.019,-0.002,0.019,263.99,0.01,0.007,0.012,55.01
2024-09-20T22-00-00Z,45.7616667,13.4963333,12.17,21.77,-10.74,-0.017,-0.034,0.038,206.57,0.005,0.024,0.025,11.77
2024-09-20T22-10-00Z,45.7616667,13.4963333,12.16,21.77,13.08,-0.016,-0.031,0.035,207.3,-0.008,-0.012,0.014,213.69
2024-09-20T22-20-00Z,45.7616667,13.4963333,12.15,21.77,28.1,-0.013,-0.021,0.025,211.76,0.036,-0.006,0.036,99.46
2024-09-20T22-30-00Z,45.7616667,13.4963333,12.15,21.77,26.15,0.015,0.019,0.024,38.29,0.005,-0.041,0.041,173.05
2024-09-20T22-40-00Z,45.7616667,13.4963333,12.14,21.77,12.68,-0.023,-0.008,0.024,250.82,0.014,-0.005,0.015,109.65
2024-09-20T22-50-00Z,45.7616667,13.4963333,12.12,21.77,32.07,0.001,0.008,0.008,7.13,0.006,-0.054,0.054,173.66
2024-09-20T23-00-00Z,45.7616667,13.4963333,12.1,21.77,43.06,-0.032,-0.015,0.035,244.89,0.017,-0.062,0.064,164.67
2024-09-20T23-10-00Z,45.7616667,13.4963333,12.08,21.77,40.14,-0.052,-0.007,0.052,262.33,0.036,-0.054,0.065,146.31
2024-09-20T23-20-00Z,45.7616667,13.4963333,12.04,21.77,70.72,-0.017,-0.019,0.025,221.82,0.02,-0.098,0.1,168.47
2024-09-20T23-30-00Z,45.7616667,13.4963333,12.02,21.77,67.2,-0.023,-0.015,0.027,236.89,0.014,-0.096,0.097,171.7
2024-09-20T23-40-00Z,45.7616667,13.4963333,11.98,21.77,93.92,-0.026,-0.035,0.044,216.61,0.012,-0.133,0.134,174.84
2024-09-20T23-50-00Z,45.7616667,13.4963333,11.95,21.77,92.67,-0.043,-0.002,0.043,267.34,0.027,-0.14,0.143,169.08
2024-09-21T00-00-00Z,45.7616667,13.4963333,11.92,21.77,76.68,0.008,-0.011,0.014,143.97,0.036,-0.108,0.114,161.57
2024-09-21T00-10-00Z,45.7616667,13.4963333,11.88,21.77,82.38,-0.049,-0.007,0.049,261.87,0.03,-0.118,0.122,165.74
2024-09-21T00-20-00Z,45.7616667,13.4963333,11.84,21.77,97.1,-0.068,0.01,0.069,278.37,0.046,-0.141,0.148,161.93
2024-09-21T00-30-00Z,45.7616667,13.4963333,11.79,21.77,98.19,-0.032,0.008,0.033,284.04,0.059,-0.127,0.14,155.08
2024-09-21T00-40-00Z,45.7616667,13.4963333,11.75,21.77,88.42,-0.013,0.016,0.021,320.91,0.034,-0.133,0.137,165.66
2024-09-21T00-50-00Z,45.7616667,13.4963333,11.71,21.77,86.98,-0.002,0.032,0.032,356.42,0.051,-0.118,0.129,156.63
2024-09-21T01-00-00Z,45.7616667,13.4963333,11.67,21.77,55.87,-0.047,0.021,0.051,294.08,0.059,-0.063,0.086,136.88
2024-09-21T01-10-00Z,45.7616667,13.4963333,11.64,21.77,69.78,-0.012,0.015,0.019,321.34,0.03,-0.081,0.086,159.68
2024-09-21T01-20-00Z,45.7616667,13.4963333,11.62,21.77,79.38,-0.036,0.02,0.041,299.05,0.037,-0.078,0.086,154.62
2024-09-21T01-40-00Z,45.7616667,13.4963333,11.57,21.77,26.99,-0.109,-0.023,0.111,258.08,-0.003,-0.043,0.043,183.99
2024-09-21T01-50-00Z,45.7616667,13.4963333,11.54,21.77,41.8,-0.1,0.004,0.1,272.29,0.045,-0.06,0.075,143.13
2024-09-21T02-00-00Z,45.7616667,13.4963333,11.52,21.77,48.77,-0.103,0.037,0.109,289.76,0.031,-0.073,0.079,156.99
2024-09-21T02-10-00Z,45.7616667,13.4963333,11.5,21.77,55.48,-0.083,0.004,0.083,272.76,0.02,-0.08,0.082,165.96
2024-09-21T02-20-00Z,45.7616667,13.4963333,11.47,21.77,56.6,-0.048,-0.027,0.055,240.64,0.027,-0.063,0.069,156.8
2024-09-21T02-30-00Z,45.7616667,13.4963333,11.46,21.76,71.58,-0.046,-0.027,0.053,239.59,0.021,-0.095,0.097,167.54
2024-09-21T02-40-00Z,45.7616667,13.4963333,11.44,21.76,18.13,-0.107,0.043,0.115,291.89,0.025,-0.025,0.035,135
2024-09-21T02-50-00Z,45.7616667,13.4963333,11.43,21.76,36.16,-0.113,-0.019,0.115,260.46,0.017,-0.042,0.045,157.96
2024-09-21T03-00-00Z,45.7616667,13.4963333,11.42,21.76,35.53,-0.085,-0.028,0.089,251.77,0.032,-0.031,0.045,134.09
2024-09-21T03-10-00Z,45.7616667,13.4963333,11.41,21.76,33.09,-0.1,-0.032,0.105,252.26,0.022,-0.041,0.047,151.78
2024-09-21T03-20-00Z,45.7616667,13.4963333,11.4,21.76,30.49,-0.11,0.014,0.111,277.25,-0.001,-0.053,0.053,181.08
2024-09-21T03-30-00Z,45.7616667,13.4963333,11.4,21.76,2.81,-0.158,-0.008,0.158,267.1,0.01,-0.001,0.01,95.71
2024-09-21T03-40-00Z,45.7616667,13.4963333,11.4,21.76,33.72,-0.079,-0.019,0.081,256.48,0.008,-0.034,0.035,166.76
2024-09-21T03-50-00Z,45.7616667,13.4963333,11.41,21.76,22.55,-0.087,-0.018,0.089,258.31,0.001,-0.018,0.018,176.82
2024-09-21T04-00-00Z,45.7616667,13.4963333,11.43,21.75,17.77,-0.076,-0.001,0.076,269.25,-0.027,-0.024,0.036,228.37
2024-09-21T04-10-00Z,45.7616667,13.4963333,11.44,21.75,24.9,-0.086,-0.001,0.086,269.33,-0.007,-0.033,0.034,191.98
2024-09-21T04-20-00Z,45.7616667,13.4963333,11.46,21.75,13.65,-0.02,-0.014,0.024,235.01,-0.018,-0.011,0.021,238.57
2024-09-21T04-30-00Z,45.7616667,13.4963333,11.48,21.75,27.79,-0.003,0.003,0.004,315,0.016,-0.029,0.033,151.11
2024-09-21T04-40-00Z,45.7616667,13.4963333,11.51,21.74,13.07,-0.02,-0.006,0.021,253.3,0.007,-0.006,0.009,130.6
2024-09-21T04-50-00Z,45.7616667,13.4963333,11.53,21.73,8.36,-0.035,-0.021,0.041,239.04,-0.015,0.005,0.016,288.43
2024-09-21T05-00-00Z,45.7616667,13.4963333,11.56,21.74,-14.48,-0.023,0,0.023,270,-0.026,0.045,0.052,329.98
2024-09-21T05-10-00Z,45.7616667,13.4963333,11.59,21.74,-16.17,-0.029,-0.027,0.04,227.05,-0.032,0.053,0.062,328.88
2024-09-21T05-20-00Z,45.7616667,13.4963333,11.62,21.74,5.84,-0.002,-0.015,0.015,187.59,-0.024,0.017,0.029,305.31
2024-09-21T05-30-00Z,45.7616667,13.4963333,11.65,21.75,-8.66,-0.009,-0.003,0.009,251.57,-0.021,0.036,0.042,329.74
2024-09-21T05-40-00Z,45.7616667,13.4963333,11.68,21.75,-4.15,-0.027,0.011,0.029,292.17,-0.017,0.014,0.022,309.47
2024-09-21T05-50-00Z,45.7616667,13.4963333,11.72,21.75,-11.89,-0.031,0.017,0.035,298.74,0.003,0.038,0.038,4.51
2024-09-21T06-00-00Z,45.7616667,13.4963333,11.77,21.75,-16.52,-0.023,0.031,0.039,323.43,-0.029,0.025,0.038,310.76
2024-09-21T06-10-00Z,45.7616667,13.4963333,11.82,21.75,-15.14,-0.012,0.026,0.029,335.22,-0.025,0.023,0.034,312.61
2024-09-21T06-20-00Z,45.7616667,13.4963333,11.87,21.75,-33.64,-0.02,0.05,0.054,338.2,-0.044,0.041,0.06,312.98
2024-09-21T06-30-00Z,45.7616667,13.4963333,11.92,21.75,-20.92,-0.008,0.026,0.027,342.9,-0.014,0.041,0.043,341.15
2024-09-21T06-40-00Z,45.7616667,13.4963333,11.96,21.75,-31.62,-0.032,0.006,0.033,280.62,-0.047,0.047,0.066,315
2024-09-21T06-50-00Z,45.7616667,13.4963333,12,21.75,-11.87,-0.022,-0.011,0.025,243.43,-0.02,0.022,0.03,317.73
2024-09-21T07-00-00Z,45.7616667,13.4963333,12.05,21.75,-39.56,-0.037,0.042,0.056,318.62,-0.031,0.044,0.054,324.83
2024-09-21T07-10-00Z,45.7616667,13.4963333,12.09,21.72,-11.62,-0.053,0.076,0.093,325.11,0.002,0.008,0.008,14.04
2024-09-21T07-20-00Z,45.7616667,13.4963333,12.12,21.69,-36.16,-0.053,0.051,0.074,313.9,-0.023,0.06,0.064,339.03
2024-09-21T07-30-00Z,45.7616667,13.4963333,12.15,21.67,-6.26,-0.023,0.041,0.047,330.71,-0.005,0.006,0.008,320.19
2024-09-21T07-40-00Z,45.7616667,13.4963333,12.17,21.67,-15.78,-0.015,0.032,0.035,334.89,-0.009,0.024,0.026,339.44
2024-09-21T07-50-00Z,45.7616667,13.4963333,12.21,21.68,-34.63,-0.021,0.083,0.086,345.8,-0.013,0.038,0.04,341.11
2024-09-21T08-00-00Z,45.7616667,13.4963333,12.24,21.68,-18.1,-0.025,0.07,0.074,340.35,0.002,0.011,0.011,10.3
2024-09-21T08-10-00Z,45.7616667,13.4963333,12.27,21.69,12.4,-0.029,0.011,0.031,290.77,0,-0.014,0.014,180
2024-09-21T08-20-00Z,45.7616667,13.4963333,12.29,21.69,1.04,-0.049,0.029,0.057,300.62,-0.049,-0.026,0.055,242.05
2024-09-21T08-30-00Z,45.7616667,13.4963333,12.31,21.69,16.09,-0.046,0.028,0.054,301.33,-0.006,-0.024,0.025,194.04
2024-09-21T08-40-00Z,45.7616667,13.4963333,12.33,21.68,13.96,-0.019,0.029,0.035,326.77,-0.004,-0.019,0.019,191.89
2024-09-21T08-50-00Z,45.7616667,13.4963333,12.34,21.67,-45.99,-0.033,0.036,0.049,317.49,-0.025,0.046,0.052,331.48
2024-09-21T09-00-00Z,45.7616667,13.4963333,12.36,21.66,21.64,-0.037,0.014,0.04,290.73,-0.017,-0.039,0.043,203.55
2024-09-21T09-10-00Z,45.7616667,13.4963333,12.38,21.65,-8.73,-0.04,0.042,0.058,316.4,-0.049,-0.015,0.051,252.98
2024-09-21T09-20-00Z,45.7616667,13.4963333,12.39,21.63,15.43,-0.032,0.03,0.044,313.15,-0.022,-0.03,0.037,216.25
2024-09-21T09-30-00Z,45.7616667,13.4963333,12.39,21.61,15.96,-0.022,0.025,0.033,318.65,-0.056,-0.04,0.069,234.46
2024-09-21T09-40-00Z,45.7616667,13.4963333,12.4,21.58,23.77,-0.034,0.008,0.035,283.24,-0.062,-0.051,0.08,230.56
2024-09-21T09-50-00Z,45.7616667,13.4963333,12.4,21.52,34.06,-0.014,0.017,0.022,320.53,-0.044,-0.062,0.076,215.36
2024-09-21T10-00-00Z,45.7616667,13.4963333,12.39,21.44,34.57,-0.013,-0.016,0.021,219.09,-0.037,-0.062,0.072,210.83
2024-09-21T10-10-00Z,45.7616667,13.4963333,12.38,21.36,27.99,0.004,0.01,0.011,21.8,-0.025,-0.044,0.051,209.6
2024-09-21T10-20-00Z,45.7616667,13.4963333,12.37,21.24,47.09,0.001,-0.015,0.015,176.19,-0.003,-0.057,0.057,183.01
2024-09-21T10-30-00Z,45.7616667,13.4963333,12.35,21.16,3.16,0.009,-0.006,0.011,123.69,-0.038,-0.014,0.04,249.78
2024-09-21T10-40-00Z,45.7616667,13.4963333,12.33,21.13,44.52,-0.005,0.028,0.028,349.88,0.012,-0.077,0.078,171.14
2024-09-21T10-50-00Z,45.7616667,13.4963333,12.31,21.1,-7.53,-0.001,0.008,0.008,352.87,-0.011,0.001,0.011,275.19
2024-09-21T11-00-00Z,45.7616667,13.4963333,12.29,21.09,40.52,-0.024,-0.017,0.029,234.69,0.024,-0.045,0.051,151.93
2024-09-21T11-10-00Z,45.7616667,13.4963333,12.26,21.07,19.53,-0.018,-0.016,0.024,228.37,0.001,-0.025,0.025,177.71
2024-09-21T11-20-00Z,45.7616667,13.4963333,12.23,21.06,76.51,-0.012,-0.019,0.022,212.28,0.016,-0.095,0.096,170.44
2024-09-21T11-30-00Z,45.7616667,13.4963333,12.21,21.05,68.24,-0.035,0.017,0.039,295.91,0.043,-0.088,0.098,153.96
2024-09-21T11-40-00Z,45.7616667,13.4963333,12.18,21.05,44.41,-0.035,-0.012,0.037,251.08,0,-0.06,0.06,180
2024-09-21T11-50-00Z,45.7616667,13.4963333,12.15,21.05,58.35,-0.049,-0.014,0.051,254.05,0.017,-0.057,0.059,163.39
2024-09-21T12-00-00Z,45.7616667,13.4963333,12.12,21.05,77.57,-0.03,-0.014,0.033,244.98,0.045,-0.064,0.078,144.89
2024-09-21T12-10-00Z,45.7616667,13.4963333,12.08,21.05,64.97,-0.031,-0.024,0.039,232.25,0.034,-0.082,0.089,157.48
2024-09-21T12-20-00Z,45.7616667,13.4963333,12.03,21.05,61.08,-0.072,-0.029,0.078,248.06,0.016,-0.081,0.083,168.83
2024-09-21T12-30-00Z,45.7616667,13.4963333,11.99,21.05,59.56,-0.039,0.006,0.039,278.75,0.018,-0.089,0.091,168.57
2024-09-21T12-40-00Z,45.7616667,13.4963333,11.93,21.05,60.76,-0.024,-0.008,0.025,251.57,0.037,-0.085,0.093,156.48
2024-09-21T12-50-00Z,45.7616667,13.4963333,11.89,21.04,69.02,-0.015,0.012,0.019,308.66,0.043,-0.093,0.102,155.19
2024-09-21T13-00-00Z,45.7616667,13.4963333,11.86,21.05,47.83,-0.031,0.011,0.033,289.54,0.006,-0.077,0.077,175.54
2024-09-21T13-10-00Z,45.7616667,13.4963333,11.81,21.05,52.85,-0.009,0.014,0.017,327.26,0.005,-0.072,0.072,176.03
2024-09-21T13-20-00Z,45.7616667,13.4963333,11.78,21.06,74.06,-0.037,0.021,0.043,299.58,0.041,-0.11,0.117,159.56
2024-09-21T13-30-00Z,45.7616667,13.4963333,11.75,21.06,64.46,-0.019,0.007,0.02,290.22,0.026,-0.088,0.092,163.54
2024-09-21T13-40-00Z,45.7616667,13.4963333,11.71,21.05,57.29,-0.026,-0.001,0.026,267.8,0.035,-0.072,0.08,154.08
2024-09-21T13-50-00Z,45.7616667,13.4963333,11.69,21.05,38.16,-0,0.016,0.016,0,0.03,-0.051,0.059,149.53
2024-09-21T14-00-00Z,45.7616667,13.4963333,11.66,21.05,28.01,-0.077,-0.001,0.077,269.26,-0.014,-0.061,0.063,192.93
2024-09-21T14-10-00Z,45.7616667,13.4963333,11.62,21.05,72.67,-0.073,0.004,0.073,273.14,0.022,-0.1,0.102,167.59
2024-09-21T14-20-00Z,45.7616667,13.4963333,11.58,21.06,46.59,-0.065,-0.036,0.074,241.02,0.035,-0.062,0.071,150.55
2024-09-21T14-30-00Z,45.7616667,13.4963333,11.53,21.06,60.11,-0.08,-0.005,0.08,266.42,0.053,-0.092,0.106,150.05
2024-09-21T14-40-00Z,45.7616667,13.4963333,11.5,21.06,24.49,-0.013,-0.011,0.017,229.76,0.036,-0.024,0.043,123.69
2024-09-21T14-50-00Z,45.7616667,13.4963333,11.47,21.06,0.03,-0.074,-0.018,0.076,256.33,-0.041,-0.009,0.042,257.62
2024-09-21T15-00-00Z,45.7616667,13.4963333,11.44,21.06,20.36,-0.063,-0.009,0.064,261.87,0.013,-0.035,0.037,159.62
2024-09-21T15-10-00Z,45.7616667,13.4963333,11.43,21.06,21.83,-0.052,0.012,0.053,282.99,0.009,-0.025,0.027,160.2
2024-09-21T15-20-00Z,45.7616667,13.4963333,11.41,21.06,23.21,-0.116,-0.003,0.116,268.52,-0,-0.038,0.038,180
