dateTime,latitude,longitude,PRES,TEMP,RVFL,EWCT_BottomAvrg,NSCT_Bottom,Int_BottomAvrg,Dir_BottomAvrg,EWCT_TopAvrg,NSCT_TopAvrg,Int_TopAvrg,Dir_TopAvrg
2024-09-23T15-40-00Z,45.7616667,13.4963333,11.72,20.79,73.74,-0.042,0.008,0.043,280.78,0.033,-0.096,0.102,161.03
2024-09-23T15-50-00Z,45.7616667,13.4963333,11.69,20.79,30.99,-0.051,0.011,0.052,282.17,0.009,-0.035,0.036,165.58
