dateTime,latitude,longitude,PRES,TEMP,RVFL,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT,PROFILE #,DEPTH,VCSP,EWCT,NSCT
2024-09-23T15-40-00Z,45.7616667,13.4963333,11.72,20.79,73.74,1,10.57,-0.028,-0.026,0.016,2,10.07,-0.041,-0.021,0.109,3,9.57,-0.047,0.041,0.064,4,9.07,-0.022,-0.099,0.01,5,8.57,0.001,-0.177,0.054,6,8.07,-0.024,-0.04,-0.011,7,7.57,-0.018,0.03,0.014,8,7.07,-0.023,-0.069,0,9,6.57,-0.021,-0.004,-0.015,10,6.07,0.005,-0.027,0.01,11,5.57,-0.028,-0.067,-0.165,12,5.07,-0.035,0.008,-0.021,13,4.57,-0.003,0.011,0.024,14,4.07,-0.024,-0.006,-0.03,15,3.57,-0.008,-0.003,0.011,16,3.07,-0.009,-0.025,-0.062,17,2.57,0.027,0.08,-0.089,18,2.07,-0.034,0.02,-0.136,19,1.57,-0.022,-0.101,-0.161,20,1.07,0.009,0.104,-0.188,21,0.57,0.018,0.148,-0.176,22,0.07,-0.009,0.132,-0.232
2024-09-23T15-50-00Z,45.7616667,13.4963333,11.69,20.79,30.99,1,10.54,0.006,0.061,-0.014,2,10.04,-0.01,-0.055,-0.125,3,9.54,-0.021,-0.007,-0.036,4,9.04,-0.018,-0.071,0.088,5,8.54,-0.022,0.069,-0.002,6,8.04,-0.014,-0.039,0.082,7,7.54,-0.019,-0.03,0.122,8,7.04,-0.015,-0.105,0.07,9,6.54,-0.033,-0.132,0.013,10,6.04,-0.018,-0.094,-0.041,11,5.54,-0.026,-0.159,-0.04,12,5.04,-0.055,-0.073,0.029,13,4.54,-0.016,-0.044,0.024,14,4.04,0.009,-0.044,0.029,15,3.54,-0.01,-0.12,0.051,16,3.04,-0.028,-0.063,0.01,17,2.54,-0.008,0.103,0.109,18,2.04,-0.069,-0.003,0.044,19,1.54,-0.053,-0.074,-0.089,20,1.04,-0.007,0.115,-0.241,21,0.54,-0.03,0.137,-0.173,22,0.04,-0.022,0.163,-0.177
