dateTime,latitude,longitude,PRES,TEMP,RVFL,EWCT_BottomAvrg,NSCT_BottomAvrg,Int_BottomAvrg,Dir_BottomAvrg,EWCT_TopAvrg,NSCT_TopAvrg,Int_TopAvrg,Dir_TopAvrg
2024-09-28T22-00-00Z,45.7616667,13.4963333,11.5,11.94,711.49,0.19,-0.95,0.969,168.69,0.518,-0.896,1.035,149.97
2024-09-28T22-10-00Z,45.7616667,13.4963333,11.44,11.92,727.44,0.23,-0.965,0.992,166.59,0.505,-0.921,1.05,151.26
2024-09-28T22-20-00Z,45.7616667,13.4963333,11.38,11.9,719.92,0.18,-1.004,1.02,169.84,0.456,-0.914,1.021,153.49
2024-09-28T22-30-00Z,45.7616667,13.4963333,11.37,11.88,705.18,0.186,-0.956,0.974,168.99,0.512,-0.874,1.013,149.64
2024-09-28T22-40-00Z,45.7616667,13.4963333,11.34,11.86,725.66,0.216,-0.944,0.968,167.11,0.527,-0.905,1.047,149.79
2024-09-28T22-50-00Z,45.7616667,13.4963333,11.29,11.84,716.23,0.208,-0.936,0.959,167.47,0.474,-0.919,1.034,152.72
2024-09-28T23-00-00Z,45.7616667,13.4963333,11.27,11.82,715.71,0.211,-0.918,0.942,167.06,0.483,-0.918,1.037,152.25
2024-09-28T23-10-00Z,45.7616667,13.4963333,11.27,11.8,731.72,0.222,-0.961,0.986,166.99,0.504,-0.93,1.058,151.55
2024-09-28T23-20-00Z,45.7616667,13.4963333,11.27,11.78,690.25,0.252,-0.94,0.973,164.99,0.467,-0.871,0.988,151.8
2024-09-28T23-30-00Z,45.7616667,13.4963333,11.27,11.77,704.61,0.241,-0.907,0.938,165.12,0.433,-0.916,1.013,154.7
2024-09-28T23-40-00Z,45.7616667,13.4963333,11.26,11.75,689.12,0.205,-0.898,0.921,167.14,0.479,-0.878,1,151.38
2024-09-28T23-50-00Z,45.7616667,13.4963333,11.27,11.74,631.12,0.177,-0.895,0.912,168.81,0.388,-0.79,0.88,153.84
2024-09-29T00-00-00Z,45.7616667,13.4963333,11.3,11.73,684.72,0.218,-0.946,0.971,167.02,0.423,-0.877,0.974,154.25
2024-09-29T00-10-00Z,45.7616667,13.4963333,11.29,11.72,625.25,0.174,-0.864,0.881,168.61,0.412,-0.783,0.885,152.25
2024-09-29T00-20-00Z,45.7616667,13.4963333,11.27,11.71,709.31,0.235,-0.897,0.927,165.32,0.463,-0.932,1.041,153.58
2024-09-29T00-30-00Z,45.7616667,13.4963333,11.26,11.7,650.05,0.184,-0.87,0.889,168.06,0.446,-0.831,0.943,151.78
2024-09-29T00-40-00Z,45.7616667,13.4963333,11.24,11.7,635.82,0.213,-0.87,0.896,166.24,0.494,-0.769,0.914,147.28
2024-09-29T00-50-00Z,45.7616667,13.4963333,11.23,11.69,663.86,0.155,-0.919,0.932,170.43,0.403,-0.852,0.943,154.69
2024-09-29T01-00-00Z,45.7616667,13.4963333,11.22,11.68,653.95,0.162,-0.879,0.894,169.56,0.411,-0.846,0.941,154.09
2024-09-29T01-10-00Z,45.7616667,13.4963333,11.22,11.67,639.78,0.182,-0.848,0.867,167.89,0.468,-0.796,0.923,149.55
2024-09-29T01-20-00Z,45.7616667,13.4963333,11.22,11.66,640.86,0.201,-0.801,0.826,165.91,0.422,-0.827,0.928,152.97
2024-09-29T01-30-00Z,45.7616667,13.4963333,11.21,11.65,659.74,0.238,-0.874,0.906,164.77,0.463,-0.84,0.959,151.14
2024-09-29T01-40-00Z,45.7616667,13.4963333,11.21,11.64,612.09,0.152,-0.826,0.84,169.57,0.463,-0.76,0.89,148.65
2024-09-29T01-50-00Z,45.7616667,13.4963333,11.19,11.63,622.33,0.178,-0.843,0.862,168.08,0.418,-0.79,0.894,152.12
2024-09-29T02-00-00Z,45.7616667,13.4963333,11.18,11.63,615.78,0.195,-0.82,0.843,166.62,0.404,-0.777,0.876,152.53
2024-09-29T02-10-00Z,45.7616667,13.4963333,11.19,11.62,616.35,0.159,-0.732,0.749,167.74,0.41,-0.818,0.915,153.38
2024-09-29T02-20-00Z,45.7616667,13.4963333,11.21,11.61,618.62,0.169,-0.814,0.831,168.27,0.392,-0.802,0.893,153.95
2024-09-29T02-30-00Z,45.7616667,13.4963333,11.22,11.61,617.09,0.182,-0.823,0.843,167.53,0.405,-0.777,0.876,152.47
2024-09-29T02-40-00Z,45.7616667,13.4963333,11.22,11.6,580.99,0.184,-0.812,0.833,167.23,0.415,-0.713,0.825,149.8
2024-09-29T02-50-00Z,45.7616667,13.4963333,11.24,11.6,569.08,0.213,-0.77,0.799,164.54,0.373,-0.714,0.806,152.42
2024-09-29T03-00-00Z,45.7616667,13.4963333,11.27,11.59,604.52,0.224,-0.8,0.831,164.36,0.384,-0.763,0.854,153.28
2024-09-29T03-10-00Z,45.7616667,13.4963333,11.3,11.58,541.69,0.195,-0.741,0.766,165.26,0.386,-0.677,0.779,150.31
2024-09-29T03-20-00Z,45.7616667,13.4963333,11.33,11.57,598.16,0.18,-0.801,0.821,167.33,0.423,-0.739,0.851,150.21
2024-09-29T03-30-00Z,45.7616667,13.4963333,11.38,11.56,545.19,0.14,-0.736,0.749,169.23,0.359,-0.695,0.782,152.68
2024-09-29T03-40-00Z,45.7616667,13.4963333,11.44,11.55,496.59,0.104,-0.689,0.697,171.42,0.355,-0.621,0.715,150.25
2024-09-29T03-50-00Z,45.7616667,13.4963333,11.49,11.53,545.28,0.154,-0.734,0.75,168.15,0.324,-0.71,0.78,155.47
2024-09-29T04-00-00Z,45.7616667,13.4963333,11.55,11.52,504.73,0.151,-0.689,0.705,167.64,0.304,-0.645,0.713,154.76
2024-09-29T04-10-00Z,45.7616667,13.4963333,11.6,11.51,484.58,0.103,-0.609,0.618,170.4,0.338,-0.618,0.704,151.32
2024-09-29T04-20-00Z,45.7616667,13.4963333,11.63,11.5,552.59,0.108,-0.638,0.647,170.39,0.304,-0.648,0.716,154.87
2024-09-29T04-30-00Z,45.7616667,13.4963333,11.66,11.48,577.18,0.08,-0.645,0.65,172.93,0.377,-0.667,0.766,150.52
2024-09-29T04-40-00Z,45.7616667,13.4963333,11.68,11.47,532.74,0.151,-0.646,0.663,166.84,0.302,-0.601,0.673,153.32
2024-09-29T04-50-00Z,45.7616667,13.4963333,11.71,11.46,517.01,0.118,-0.59,0.602,168.69,0.36,-0.586,0.688,148.44
2024-09-29T05-00-00Z,45.7616667,13.4963333,11.75,11.46,516.75,0.139,-0.575,0.592,166.41,0.272,-0.622,0.679,156.38
2024-09-29T05-10-00Z,45.7616667,13.4963333,11.78,11.45,507.71,0.113,-0.565,0.576,168.69,0.302,-0.597,0.669,153.17
2024-09-29T05-20-00Z,45.7616667,13.4963333,11.79,11.44,514.05,0.176,-0.604,0.629,163.75,0.345,-0.576,0.671,149.08
2024-09-29T05-30-00Z,45.7616667,13.4963333,11.82,11.44,533.04,0.086,-0.631,0.637,172.24,0.324,-0.622,0.701,152.48
2024-09-29T05-40-00Z,45.7616667,13.4963333,11.83,11.43,496.77,0.129,-0.584,0.598,167.54,0.302,-0.566,0.642,151.92
2024-09-29T05-50-00Z,45.7616667,13.4963333,11.84,11.43,516.98,0.076,-0.632,0.637,173.14,0.27,-0.61,0.667,156.12
2024-09-29T06-00-00Z,45.7616667,13.4963333,11.87,11.43,525.56,0.082,-0.643,0.648,172.73,0.302,-0.612,0.682,153.74
2024-09-29T06-10-00Z,45.7616667,13.4963333,11.89,11.42,505.35,0.104,-0.609,0.618,170.31,0.305,-0.589,0.663,152.62
2024-09-29T06-20-00Z,45.7616667,13.4963333,11.91,11.41,518.75,0.132,-0.61,0.624,167.79,0.276,-0.61,0.67,155.66
2024-09-29T06-30-00Z,45.7616667,13.4963333,11.93,11.41,503.43,0.133,-0.669,0.682,168.76,0.275,-0.574,0.636,154.4
2024-09-29T06-40-00Z,45.7616667,13.4963333,11.93,11.4,498.29,0.126,-0.626,0.639,168.62,0.285,-0.56,0.628,153.03
2024-09-29T06-50-00Z,45.7616667,13.4963333,11.92,11.4,513.41,0.112,-0.65,0.66,170.22,0.298,-0.587,0.658,153.08
2024-09-29T07-00-00Z,45.7616667,13.4963333,11.91,11.4,505.05,0.097,-0.631,0.638,171.26,0.282,-0.578,0.643,153.99
2024-09-29T07-10-00Z,45.7616667,13.4963333,11.91,11.4,482.36,0.097,-0.581,0.589,170.52,0.307,-0.542,0.623,150.47
2024-09-29T07-20-00Z,45.7616667,13.4963333,11.92,11.4,472.45,0.103,-0.566,0.575,169.69,0.247,-0.546,0.599,155.66
2024-09-29T07-30-00Z,45.7616667,13.4963333,11.92,11.4,476.03,0.131,-0.545,0.561,166.48,0.285,-0.541,0.611,152.22
2024-09-29T07-40-00Z,45.7616667,13.4963333,11.92,11.4,487.65,0.106,-0.583,0.593,169.7,0.275,-0.563,0.627,153.97
2024-09-29T07-50-00Z,45.7616667,13.4963333,11.9,11.41,502.3,0.081,-0.643,0.648,172.82,0.256,-0.585,0.639,156.37
2024-09-29T08-00-00Z,45.7616667,13.4963333,11.86,11.41,514.91,0.096,-0.669,0.676,171.83,0.246,-0.61,0.658,158.04
2024-09-29T08-10-00Z,45.7616667,13.4963333,11.84,11.43,507.4,0.177,-0.601,0.627,163.59,0.265,-0.601,0.657,156.21
2024-09-29T08-20-00Z,45.7616667,13.4963333,11.81,11.44,486.68,0.145,-0.639,0.655,167.22,0.226,-0.57,0.613,158.37
2024-09-29T08-30-00Z,45.7616667,13.4963333,11.81,11.45,435.96,0.081,-0.551,0.557,171.64,0.25,-0.506,0.564,153.71
2024-09-29T08-40-00Z,45.7616667,13.4963333,11.82,11.47,430.68,0.109,-0.54,0.551,168.59,0.227,-0.509,0.557,155.96
2024-09-29T08-50-00Z,45.7616667,13.4963333,11.81,11.49,446.5,0.139,-0.533,0.551,165.38,0.264,-0.525,0.588,153.3
2024-09-29T09-00-00Z,45.7616667,13.4963333,11.81,11.51,423.52,0.122,-0.522,0.536,166.85,0.284,-0.483,0.56,149.54
2024-09-29T09-10-00Z,45.7616667,13.4963333,11.8,11.53,438.73,0.128,-0.517,0.533,166.09,0.262,-0.515,0.578,153.04
2024-09-29T09-20-00Z,45.7616667,13.4963333,11.78,11.56,431.52,0.102,-0.586,0.595,170.13,0.215,-0.514,0.557,157.3
2024-09-29T09-30-00Z,45.7616667,13.4963333,11.78,11.58,427.59,0.088,-0.586,0.593,171.46,0.23,-0.494,0.545,155.03
2024-09-29T09-40-00Z,45.7616667,13.4963333,11.78,11.61,441.85,0.089,-0.598,0.605,171.53,0.18,-0.535,0.564,161.4
2024-09-29T09-50-00Z,45.7616667,13.4963333,11.77,11.64,430.53,0.127,-0.568,0.582,167.4,0.237,-0.497,0.551,154.51
2024-09-29T10-00-00Z,45.7616667,13.4963333,11.75,11.67,407.87,0.13,-0.516,0.532,165.86,0.216,-0.482,0.528,155.86
2024-09-29T10-10-00Z,45.7616667,13.4963333,11.73,11.7,504.37,0.098,-0.621,0.629,171.03,0.232,-0.607,0.65,159.08
2024-09-29T10-20-00Z,45.7616667,13.4963333,11.69,11.73,485.25,0.155,-0.596,0.616,165.42,0.308,-0.56,0.639,151.19
2024-09-29T10-40-00Z,45.7616667,13.4963333,11.65,11.8,429.19,0.113,-0.578,0.589,168.94,0.263,-0.523,0.585,153.3
2024-09-29T10-50-00Z,45.7616667,13.4963333,11.66,11.83,425.01,0.083,-0.56,0.566,171.57,0.23,-0.492,0.543,154.94
2024-09-29T11-00-00Z,45.7616667,13.4963333,11.67,11.86,422.05,0.121,-0.539,0.552,167.35,0.267,-0.473,0.543,150.56
2024-09-29T11-10-00Z,45.7616667,13.4963333,11.67,11.9,444.41,0.103,-0.605,0.614,170.34,0.206,-0.516,0.556,158.24
2024-09-29T11-20-00Z,45.7616667,13.4963333,11.64,11.93,451.69,0.111,-0.607,0.617,169.64,0.235,-0.516,0.567,155.51
2024-09-29T11-30-00Z,45.7616667,13.4963333,11.62,11.97,471.38,0.198,-0.619,0.65,162.26,0.28,-0.541,0.609,152.64
2024-09-29T11-40-00Z,45.7616667,13.4963333,11.59,12.01,434.04,0.134,-0.608,0.623,167.57,0.256,-0.559,0.615,155.39
2024-09-29T11-50-00Z,45.7616667,13.4963333,11.57,12.04,433.32,0.11,-0.619,0.629,169.92,0.268,-0.548,0.61,153.94
2024-09-29T12-00-00Z,45.7616667,13.4963333,11.54,12.08,418.98,0.17,-0.581,0.605,163.69,0.254,-0.54,0.597,154.81
2024-09-29T12-10-00Z,45.7616667,13.4963333,11.51,12.1,445.73,0.129,-0.625,0.638,168.34,0.264,-0.571,0.629,155.19
2024-09-29T12-20-00Z,45.7616667,13.4963333,11.49,12.11,428.39,0.091,-0.592,0.599,171.26,0.239,-0.578,0.625,157.54
2024-09-29T12-30-00Z,45.7616667,13.4963333,11.46,12.13,445.66,0.106,-0.612,0.621,170.17,0.265,-0.586,0.643,155.67
2024-09-29T12-40-00Z,45.7616667,13.4963333,11.44,12.15,412.7,0.172,-0.574,0.599,163.32,0.312,-0.51,0.598,148.54
2024-09-29T12-50-00Z,45.7616667,13.4963333,11.42,12.15,400.81,0.132,-0.558,0.573,166.69,0.255,-0.519,0.578,153.83
2024-09-29T13-10-00Z,45.7616667,13.4963333,11.39,12.16,404.6,0.122,-0.595,0.607,168.41,0.258,-0.516,0.577,153.43
2024-09-29T13-20-00Z,45.7616667,13.4963333,11.38,12.18,388.8,0.184,-0.531,0.562,160.89,0.298,-0.491,0.574,148.75
2024-09-29T13-30-00Z,45.7616667,13.4963333,11.37,12.21,396.35,0.123,-0.523,0.537,166.77,0.305,-0.499,0.585,148.57
2024-09-29T13-40-00Z,45.7616667,13.4963333,11.36,12.23,394.91,0.109,-0.547,0.558,168.73,0.223,-0.523,0.569,156.91
2024-09-29T13-50-00Z,45.7616667,13.4963333,11.35,12.24,365.21,0.075,-0.504,0.51,171.54,0.222,-0.47,0.52,154.72
2024-09-29T14-00-00Z,45.7616667,13.4963333,11.35,12.25,388.62,0.111,-0.556,0.567,168.71,0.253,-0.495,0.556,152.93
2024-09-29T14-10-00Z,45.7616667,13.4963333,11.37,12.26,368.21,0.07,-0.494,0.499,171.93,0.263,-0.456,0.526,150.03
2024-09-29T14-20-00Z,45.7616667,13.4963333,11.39,12.28,329.33,0.051,-0.472,0.475,173.83,0.193,-0.423,0.465,155.47
2024-09-29T14-30-00Z,45.7616667,13.4963333,11.43,12.3,385.06,0.078,-0.487,0.493,170.9,0.255,-0.504,0.565,153.16
2024-09-29T14-40-00Z,45.7616667,13.4963333,11.47,12.32,320.27,0.01,-0.443,0.443,178.71,0.187,-0.413,0.453,155.64
2024-09-29T14-50-00Z,45.7616667,13.4963333,11.5,12.33,350.05,0.107,-0.464,0.476,167.01,0.207,-0.454,0.499,155.49
2024-09-29T15-00-00Z,45.7616667,13.4963333,11.54,12.35,329.53,0.104,-0.451,0.463,167.01,0.207,-0.415,0.464,153.49
2024-09-29T15-10-00Z,45.7616667,13.4963333,11.56,12.35,335.46,0.065,-0.462,0.467,171.99,0.193,-0.432,0.473,155.93
2024-09-29T15-20-00Z,45.7616667,13.4963333,11.6,12.35,320.22,0.17,-0.396,0.431,156.77,0.247,-0.406,0.475,148.68
2024-09-29T15-30-00Z,45.7616667,13.4963333,11.62,12.34,364.04,0.117,-0.469,0.483,165.99,0.197,-0.417,0.461,154.71
2024-09-29T15-40-00Z,45.7616667,13.4963333,11.65,12.33,379.99,0.109,-0.469,0.481,166.92,0.256,-0.426,0.497,149
2024-09-29T15-50-00Z,45.7616667,13.4963333,11.68,12.31,327.66,0.045,-0.41,0.412,173.74,0.143,-0.395,0.42,160.1
2024-09-29T16-00-00Z,45.7616667,13.4963333,11.71,12.3,320.99,0.135,-0.413,0.435,161.9,0.192,-0.368,0.415,152.45
2024-09-29T16-10-00Z,45.7616667,13.4963333,11.74,12.28,308.02,0.076,-0.456,0.462,170.54,0.153,-0.342,0.375,155.9
2024-09-29T16-20-00Z,45.7616667,13.4963333,11.77,12.26,336.83,0.087,-0.398,0.407,167.67,0.174,-0.407,0.443,156.85
2024-09-29T16-30-00Z,45.7616667,13.4963333,11.8,12.23,336.36,0.093,-0.407,0.417,167.13,0.145,-0.408,0.433,160.44
2024-09-29T16-40-00Z,45.7616667,13.4963333,11.83,12.21,344.9,0.11,-0.412,0.426,165.05,0.194,-0.398,0.443,154.01
2024-09-29T16-50-00Z,45.7616667,13.4963333,11.86,12.18,345.52,0.088,-0.434,0.443,168.54,0.186,-0.4,0.441,155.06
2024-09-29T17-00-00Z,45.7616667,13.4963333,11.88,12.15,357.69,0.098,-0.45,0.461,167.71,0.247,-0.405,0.474,148.62
2024-09-29T17-10-00Z,45.7616667,13.4963333,11.91,12.12,326.27,0.121,-0.478,0.493,165.79,0.225,-0.349,0.415,147.19
2024-09-29T17-20-00Z,45.7616667,13.4963333,11.93,12.09,372.22,0.116,-0.489,0.503,166.66,0.197,-0.434,0.477,155.59
2024-09-29T17-30-00Z,45.7616667,13.4963333,11.94,12.05,388.78,0.094,-0.504,0.513,169.44,0.196,-0.456,0.496,156.74
2024-09-29T17-40-00Z,45.7616667,13.4963333,11.94,12.02,416.94,0.127,-0.512,0.528,166.07,0.197,-0.497,0.535,158.38
2024-09-29T17-50-00Z,45.7616667,13.4963333,11.95,11.97,432.28,0.142,-0.514,0.533,164.56,0.253,-0.495,0.556,152.93
2024-09-29T18-00-00Z,45.7616667,13.4963333,11.95,11.92,415.88,0.101,-0.509,0.519,168.78,0.188,-0.499,0.533,159.36
2024-09-29T18-10-00Z,45.7616667,13.4963333,11.95,11.87,396.5,0.109,-0.498,0.51,167.65,0.245,-0.448,0.511,151.33
2024-09-29T18-20-00Z,45.7616667,13.4963333,11.95,11.82,408.34,0.099,-0.531,0.54,169.44,0.198,-0.483,0.522,157.71
2024-09-29T18-30-00Z,45.7616667,13.4963333,11.94,11.77,412.73,0.107,-0.53,0.541,168.59,0.223,-0.469,0.519,154.57
2024-09-29T18-40-00Z,45.7616667,13.4963333,11.91,11.72,417.65,0.102,-0.534,0.544,169.19,0.21,-0.488,0.531,156.72
2024-09-29T18-50-00Z,45.7616667,13.4963333,11.9,11.67,384.88,0.103,-0.483,0.494,167.96,0.233,-0.427,0.486,151.38
2024-09-29T19-00-00Z,45.7616667,13.4963333,11.9,11.63,411.62,0.154,-0.524,0.546,163.62,0.213,-0.472,0.518,155.71
2024-09-29T19-10-00Z,45.7616667,13.4963333,11.91,11.58,348.77,0.088,-0.427,0.436,168.36,0.184,-0.411,0.45,155.88
2024-09-29T19-20-00Z,45.7616667,13.4963333,11.92,11.54,358.56,0.068,-0.48,0.485,171.94,0.161,-0.418,0.448,158.93
2024-09-29T19-30-00Z,45.7616667,13.4963333,11.92,11.5,309.24,0.129,-0.432,0.451,163.37,0.181,-0.339,0.384,151.9
2024-09-29T19-40-00Z,45.7616667,13.4963333,11.92,11.46,321.37,0.135,-0.456,0.476,163.51,0.173,-0.362,0.401,154.46
2024-09-29T19-50-00Z,45.7616667,13.4963333,11.91,11.43,330.06,0.14,-0.469,0.489,163.38,0.202,-0.364,0.416,150.97
2024-09-29T20-00-00Z,45.7616667,13.4963333,11.89,11.4,356.05,0.156,-0.477,0.502,161.89,0.233,-0.39,0.454,149.14
2024-09-29T20-10-00Z,45.7616667,13.4963333,11.87,11.38,370.49,0.076,-0.459,0.465,170.6,0.197,-0.438,0.48,155.78
2024-09-29T20-20-00Z,45.7616667,13.4963333,11.84,11.36,392.47,0.085,-0.479,0.486,169.94,0.197,-0.464,0.504,157
2024-09-29T20-30-00Z,45.7616667,13.4963333,11.81,11.34,387.88,0.127,-0.471,0.488,164.91,0.208,-0.445,0.491,154.95
2024-09-29T20-40-00Z,45.7616667,13.4963333,11.79,11.32,340.96,0.079,-0.461,0.468,170.28,0.175,-0.394,0.431,156.05
2024-09-29T20-50-00Z,45.7616667,13.4963333,11.76,11.31,376.19,0.103,-0.477,0.488,167.82,0.223,-0.433,0.487,152.75
2024-09-29T21-00-00Z,45.7616667,13.4963333,11.71,11.29,434.55,0.145,-0.536,0.555,164.86,0.209,-0.523,0.563,158.22
2024-09-29T21-10-00Z,45.7616667,13.4963333,11.67,11.28,412.07,0.114,-0.483,0.496,166.72,0.222,-0.486,0.534,155.45
2024-09-29T21-20-00Z,45.7616667,13.4963333,11.63,11.26,425.51,0.068,-0.485,0.49,172.02,0.258,-0.495,0.558,152.47
2024-09-29T21-30-00Z,45.7616667,13.4963333,11.59,11.25,360.89,0.06,-0.516,0.519,173.37,0.196,-0.472,0.511,157.45
2024-09-29T21-40-00Z,45.7616667,13.4963333,11.57,11.23,362.98,0.11,-0.484,0.496,167.2,0.224,-0.474,0.524,154.71
2024-09-29T21-50-00Z,45.7616667,13.4963333,11.55,11.22,321.32,0.082,-0.443,0.451,169.51,0.223,-0.409,0.466,151.4
2024-09-29T22-00-00Z,45.7616667,13.4963333,11.52,11.2,343.98,0.112,-0.442,0.456,165.78,0.245,-0.435,0.499,150.61
2024-09-29T22-10-00Z,45.7616667,13.4963333,11.49,11.19,334.89,0.08,-0.486,0.493,170.65,0.202,-0.431,0.476,154.89
2024-09-29T22-20-00Z,45.7616667,13.4963333,11.45,11.17,337.37,0.129,-0.448,0.466,163.94,0.225,-0.427,0.483,152.21
2024-09-29T22-30-00Z,45.7616667,13.4963333,11.4,11.15,380.69,0.068,-0.508,0.513,172.38,0.247,-0.499,0.557,153.67
2024-09-29T22-40-00Z,45.7616667,13.4963333,11.38,11.14,363.37,0.111,-0.467,0.48,166.63,0.231,-0.482,0.534,154.39
2024-09-29T22-50-00Z,45.7616667,13.4963333,11.35,11.12,340.44,0.109,-0.467,0.48,166.86,0.198,-0.433,0.476,155.43
2024-09-29T23-00-00Z,45.7616667,13.4963333,11.32,11.11,328.74,0.066,-0.472,0.477,172.04,0.205,-0.435,0.481,154.77
2024-09-29T23-10-00Z,45.7616667,13.4963333,11.28,11.1,334.25,0.082,-0.522,0.528,171.07,0.212,-0.408,0.46,152.54
2024-09-29T23-20-00Z,45.7616667,13.4963333,11.24,11.08,333.65,0.067,-0.482,0.487,172.09,0.237,-0.426,0.487,150.91
2024-09-29T23-30-00Z,45.7616667,13.4963333,11.2,11.07,326.87,0.1,-0.492,0.502,168.51,0.23,-0.405,0.466,150.41
2024-09-29T23-40-00Z,45.7616667,13.4963333,11.17,11.07,310.63,0.076,-0.468,0.474,170.78,0.211,-0.385,0.439,151.27
2024-09-29T23-50-00Z,45.7616667,13.4963333,11.15,11.06,304.77,0.097,-0.467,0.477,168.27,0.195,-0.387,0.433,153.26
2024-09-30T00-00-00Z,45.7616667,13.4963333,11.14,11.05,300.37,0.075,-0.427,0.434,170.04,0.191,-0.404,0.447,154.7
2024-09-30T00-10-00Z,45.7616667,13.4963333,11.13,11.05,319.42,0.03,-0.484,0.485,176.45,0.223,-0.441,0.494,153.18
2024-09-30T00-20-00Z,45.7616667,13.4963333,11.11,11.05,318.27,0.073,-0.474,0.48,171.24,0.178,-0.439,0.474,157.93
2024-09-30T00-30-00Z,45.7616667,13.4963333,11.08,11.04,285.1,0.062,-0.495,0.499,172.86,0.186,-0.407,0.447,155.44
2024-09-30T00-40-00Z,45.7616667,13.4963333,11.06,11.04,289.76,0.054,-0.465,0.468,173.38,0.213,-0.411,0.463,152.6
2024-09-30T00-50-00Z,45.7616667,13.4963333,11.04,11.03,295.92,0.114,-0.49,0.503,166.9,0.193,-0.415,0.458,155.06
2024-09-30T01-00-00Z,45.7616667,13.4963333,11.03,11.03,288.8,0.037,-0.455,0.457,175.35,0.2,-0.42,0.465,154.54
2024-09-30T01-10-00Z,45.7616667,13.4963333,11.02,11.03,277.62,0.098,-0.466,0.476,168.12,0.179,-0.393,0.432,155.51
2024-09-30T01-20-00Z,45.7616667,13.4963333,11.02,11.03,292.23,0.072,-0.443,0.449,170.77,0.204,-0.421,0.468,154.15
2024-09-30T01-30-00Z,45.7616667,13.4963333,11.02,11.03,292.88,0.086,-0.485,0.493,169.94,0.211,-0.414,0.465,152.99
2024-09-30T01-40-00Z,45.7616667,13.4963333,11.04,11.02,266.28,0.058,-0.487,0.49,173.21,0.187,-0.362,0.407,152.68
2024-09-30T01-50-00Z,45.7616667,13.4963333,11.05,11.02,280.1,0.1,-0.475,0.485,168.11,0.192,-0.387,0.432,153.61
2024-09-30T02-00-00Z,45.7616667,13.4963333,11.06,11.01,289.32,0.072,-0.448,0.454,170.87,0.178,-0.422,0.458,157.13
2024-09-30T02-10-00Z,45.7616667,13.4963333,11.08,11.01,283.48,0.049,-0.443,0.446,173.69,0.208,-0.404,0.454,152.76
2024-09-30T02-20-00Z,45.7616667,13.4963333,11.1,11,257.33,0.109,-0.426,0.44,165.65,0.216,-0.34,0.403,147.57
2024-09-30T02-30-00Z,45.7616667,13.4963333,11.14,10.99,272.15,0.041,-0.412,0.414,174.32,0.188,-0.406,0.447,155.15
2024-09-30T02-40-00Z,45.7616667,13.4963333,11.18,10.98,289.74,0.116,-0.385,0.402,163.23,0.223,-0.358,0.422,148.08
2024-09-30T02-50-00Z,45.7616667,13.4963333,11.23,10.98,300.14,0.097,-0.426,0.437,167.17,0.159,-0.394,0.425,158.02
2024-09-30T03-00-00Z,45.7616667,13.4963333,11.27,10.97,292.56,0.07,-0.419,0.425,170.52,0.172,-0.367,0.405,154.89
2024-09-30T03-10-00Z,45.7616667,13.4963333,11.3,10.96,273.09,0.043,-0.409,0.411,174,0.219,-0.334,0.399,146.75
2024-09-30T03-20-00Z,45.7616667,13.4963333,11.33,10.96,284.94,0.079,-0.381,0.389,168.29,0.221,-0.347,0.411,147.51
2024-09-30T03-30-00Z,45.7616667,13.4963333,11.35,10.95,255.66,0.082,-0.337,0.347,166.32,0.178,-0.325,0.371,151.29
2024-09-30T03-40-00Z,45.7616667,13.4963333,11.38,10.94,252.38,0.067,-0.311,0.318,167.84,0.214,-0.318,0.383,146.06
2024-09-30T03-50-00Z,45.7616667,13.4963333,11.43,10.94,269.79,0.086,-0.359,0.369,166.53,0.181,-0.348,0.392,152.52
2024-09-30T04-00-00Z,45.7616667,13.4963333,11.47,10.93,236.53,0.049,-0.333,0.337,171.63,0.095,-0.32,0.334,163.47
2024-09-30T04-10-00Z,45.7616667,13.4963333,11.52,10.92,225.41,0.042,-0.31,0.313,172.28,0.144,-0.291,0.325,153.67
2024-09-30T04-20-00Z,45.7616667,13.4963333,11.53,10.92,252.87,0.034,-0.352,0.354,174.48,0.183,-0.32,0.369,150.24
2024-09-30T04-30-00Z,45.7616667,13.4963333,11.52,10.91,283.2,0.084,-0.365,0.375,167.04,0.226,-0.353,0.419,147.37
2024-09-30T04-40-00Z,45.7616667,13.4963333,11.55,10.91,271.46,0.081,-0.37,0.379,167.65,0.183,-0.342,0.388,151.85
2024-09-30T04-50-00Z,45.7616667,13.4963333,11.57,10.91,253.2,0.061,-0.277,0.284,167.58,0.203,-0.326,0.384,148.09
2024-09-30T05-00-00Z,45.7616667,13.4963333,11.63,10.9,226.13,0.038,-0.285,0.288,172.41,0.114,-0.243,0.268,154.87
2024-09-30T05-10-00Z,45.7616667,13.4963333,11.68,10.9,243.99,0.057,-0.269,0.275,168.04,0.161,-0.282,0.325,150.28
2024-09-30T05-20-00Z,45.7616667,13.4963333,11.71,10.89,243.25,0.048,-0.263,0.267,169.66,0.159,-0.284,0.325,150.76
2024-09-30T05-30-00Z,45.7616667,13.4963333,11.74,10.89,267.43,0.049,-0.262,0.267,169.41,0.179,-0.308,0.356,149.84
2024-09-30T05-40-00Z,45.7616667,13.4963333,11.76,10.89,239.4,0.024,-0.256,0.257,174.64,0.172,-0.27,0.32,147.5
2024-09-30T05-50-00Z,45.7616667,13.4963333,11.81,10.88,230.31,0.054,-0.261,0.267,168.31,0.106,-0.27,0.29,158.57
