ST379,6,05.50.00,29,08,2024,0,M08,25,A,27.3,28,A,0.79,208,A,0.099,205,A,-3.19,209,A,0.093,206,A,15.23,207,A,0.096,119,A,14.39,#33
ST379,6,06.00.00,29,08,2024,0,M08,25,A,27.3,28,A,0.81,208,A,0.081,205,A,-3.32,209,A,0.082,206,A,9.89,207,A,0.0815,119,A,9.94,#33
ST379,6,06.10.00,29,08,2024,0,M08,25,A,27.3,28,A,0.83,208,A,0.044,205,A,-4.71,209,A,0.07,206,A,13.05,207,A,0.057,119,A,8.74,#33
ST379,6,06.20.00,29,08,2024,0,M08,25,A,27.3,28,A,0.85,208,A,0.042,205,A,-4.48,209,A,0.129,206,A,12.21,207,A,0.0855,119,A,8.31,#33
ST379,6,06.30.00,29,08,2024,0,M08,25,A,27.3,28,A,0.86,208,A,0.04,205,A,-1.94,209,A,0.121,206,A,11.27,207,A,0.0805,119,A,7.17,#33
ST379,6,06.40.00,29,08,2024,0,M08,25,A,27.3,28,A,0.87,208,A,0.048,205,A,-0.02,209,A,0.077,206,A,8.22,207,A,0.0625,119,A,5.51,#33
ST379,6,06.50.00,29,08,2024,0,M08,25,A,27.3,28,A,0.88,208,A,0.059,205,A,1.84,209,A,0.074,206,A,18.03,207,A,0.0665,119,A,16.8,#33
ST379,6,07.00.00,29,08,2024,0,M08,25,A,27.3,28,A,0.88,208,A,0.043,205,A,-1.99,209,A,0.051,206,A,23.31,207,A,0.047,119,A,17.46,#33
ST379,6,07.10.00,29,08,2024,0,M08,25,A,27.3,28,A,0.88,208,A,0.062,205,A,-0.95,209,A,0.048,206,A,27.4,207,A,0.055,119,A,22.75,#33
ST379,6,07.20.00,29,08,2024,0,M08,25,A,27.3,28,A,0.89,208,A,0.054,205,A,-3.77,209,A,0.085,206,A,22.31,207,A,0.0695,119,A,16.16,#33
ST379,6,07.30.00,29,08,2024,0,M08,25,A,27.29,28,A,0.88,208,A,0.076,205,A,-2.56,209,A,0.103,206,A,35.66,207,A,0.0895,119,A,26.73,#33
ST379,6,07.40.00,29,08,2024,0,M08,25,A,27.29,28,A,0.88,208,A,0.096,205,A,-1.94,209,A,0.101,206,A,42.65,207,A,0.0985,119,A,28.04,#33
ST379,6,07.50.00,29,08,2024,0,M08,25,A,27.29,28,A,0.88,208,A,0.094,205,A,-3.34,209,A,0.136,206,A,34.59,207,A,0.115,119,A,23.15,#33
ST379,6,08.00.00,29,08,2024,0,M08,25,A,27.29,28,A,0.88,208,A,0.066,205,A,-0.94,209,A,0.109,206,A,28.22,207,A,0.0875,119,A,21.16,#33
ST379,6,08.10.00,29,08,2024,0,M08,25,A,27.29,28,A,0.88,208,A,0.054,205,A,-6.08,209,A,0.087,206,A,31.92,207,A,0.0705,119,A,19.13,#33
ST379,6,08.20.00,29,08,2024,0,M08,25,A,27.29,28,A,0.87,208,A,0.074,205,A,-6.87,209,A,0.032,206,A,41.06,207,A,0.053,119,A,24.25,#33
ST379,6,08.30.00,29,08,2024,0,M08,25,A,27.29,28,A,0.87,208,A,0.067,205,A,-5.93,209,A,0.089,206,A,31.94,207,A,0.078,119,A,23.94,#33
ST379,6,08.40.00,29,08,2024,0,M08,25,A,27.29,28,A,0.85,208,A,0.081,205,A,-5.2,209,A,0.042,206,A,38,207,A,0.0615,119,A,24.88,#33
