dateTime,latitude,longitude,PRES,TEMP,RVFL,EWCT_BottomAvrg,NSCT_Bottom,Int_Bottom,Dir_BottomAvrg,EWCT_TopAvrg,NSCT_TopAvrg,Int_Top,Dir_Top
2024-09-03T01-20-00Z,45.7616667,13.4963333,11.3,26.98,46.15,-0.085,-0.077,0.115,227.83,-0.002,-0.079,0.079,181.45
2024-09-03T01-30-00Z,45.7616667,13.4963333,11.28,26.98,34.92,-0.159,-0.094,0.185,239.41,0.01,-0.055,0.056,169.7
2024-09-03T01-40-00Z,45.7616667,13.4963333,11.26,26.98,49.49,-0.137,-0.079,0.158,240.03,0.033,-0.083,0.089,158.32
2024-09-03T01-50-00Z,45.7616667,13.4963333,11.24,26.98,0.14,-0.176,-0.089,0.197,243.18,-0.017,-0.003,0.017,259.99
2024-09-03T02-00-00Z,45.7616667,13.4963333,11.22,26.98,22.64,-0.179,-0.11,0.21,238.43,0.013,-0.035,0.037,159.62
2024-09-03T02-10-00Z,45.7616667,13.4963333,11.21,26.98,28.81,-0.164,-0.064,0.176,248.68,-0.013,-0.065,0.066,191.31
2024-09-03T02-20-00Z,45.7616667,13.4963333,11.21,26.98,21.09,-0.113,-0.098,0.15,229.07,0.034,-0.021,0.04,121.7
2024-09-03T02-30-00Z,45.7616667,13.4963333,11.2,26.98,30.77,-0.137,-0.088,0.163,237.29,-0.014,-0.051,0.053,195.35
2024-09-03T02-40-00Z,45.7616667,13.4963333,11.22,26.99,10.75,-0.034,-0.056,0.066,211.26,-0.002,-0.009,0.009,192.53
2024-09-03T02-50-00Z,45.7616667,13.4963333,11.24,26.99,7.79,-0.121,-0.074,0.142,238.55,-0.012,-0.003,0.012,255.96
2024-09-03T03-00-00Z,45.7616667,13.4963333,11.24,26.98,8.87,-0.126,-0.08,0.149,237.59,-0.013,-0.001,0.013,265.6
2024-09-03T03-10-00Z,45.7616667,13.4963333,11.26,26.98,10.6,-0.152,-0.103,0.184,235.88,0.001,-0.008,0.008,172.87
2024-09-03T03-20-00Z,45.7616667,13.4963333,11.29,26.98,4.19,-0.165,-0.133,0.212,231.13,-0.038,0.005,0.038,277.5
2024-09-03T03-30-00Z,45.7616667,13.4963333,11.31,26.98,10.42,-0.12,-0.107,0.161,228.28,-0.021,-0.006,0.022,254.05
2024-09-03T03-40-00Z,45.7616667,13.4963333,11.33,26.97,13.9,-0.088,-0.133,0.159,213.49,0.012,0.015,0.019,38.66
2024-09-03T03-50-00Z,45.7616667,13.4963333,11.36,26.98,13.34,-0.09,-0.111,0.143,219.04,-0.055,-0.019,0.058,250.94
2024-09-03T04-00-00Z,45.7616667,13.4963333,11.4,26.98,15.03,-0.071,-0.123,0.142,210,-0.001,-0.002,0.002,206.57
2024-09-03T04-10-00Z,45.7616667,13.4963333,11.43,26.98,10.1,-0.101,-0.09,0.135,228.3,-0.013,0.002,0.013,278.75
2024-09-03T04-20-00Z,45.7616667,13.4963333,11.46,26.98,16.59,-0.098,-0.096,0.137,225.59,0.015,-0.003,0.015,101.31
2024-09-03T04-30-00Z,45.7616667,13.4963333,11.5,26.98,-0.6,-0.068,-0.111,0.13,211.49,0.003,0.031,0.031,5.53
2024-09-03T04-40-00Z,45.7616667,13.4963333,11.54,26.98,-10.35,-0.087,-0.096,0.13,222.18,-0.022,0.035,0.041,327.85
2024-09-03T04-50-00Z,45.7616667,13.4963333,11.58,26.98,1.05,0.011,-0.069,0.07,170.94,0.002,0.023,0.023,4.97
2024-09-03T05-00-00Z,45.7616667,13.4963333,11.63,26.98,2.25,-0.018,-0.096,0.098,190.62,0.008,0.008,0.011,45
2024-09-03T05-10-00Z,45.7616667,13.4963333,11.67,26.99,-16.01,0.025,-0.087,0.091,163.97,-0.021,0.052,0.056,338.01
2024-09-03T05-20-00Z,45.7616667,13.4963333,11.71,26.99,-6.9,-0.002,-0.106,0.106,181.08,-0.016,0.036,0.039,336.04
2024-09-03T05-30-00Z,45.7616667,13.4963333,11.76,26.99,17.8,0.02,-0.082,0.084,166.29,-0.009,-0.006,0.011,236.31
2024-09-03T05-40-00Z,45.7616667,13.4963333,11.79,26.99,0.79,0.017,-0.104,0.105,170.72,-0.002,0.025,0.025,355.43
2024-09-03T05-50-00Z,45.7616667,13.4963333,11.84,26.98,-14.66,0.002,-0.059,0.059,178.06,-0.017,0.041,0.044,337.48
2024-09-03T06-00-00Z,45.7616667,13.4963333,11.87,26.98,1.01,0.038,-0.06,0.071,147.65,0.002,0.022,0.022,5.19
2024-09-03T06-10-00Z,45.7616667,13.4963333,11.91,26.97,1.28,0.069,-0.082,0.107,139.92,0.012,0.039,0.041,17.1
2024-09-03T06-20-00Z,45.7616667,13.4963333,11.96,26.97,8.88,0.117,-0.078,0.141,123.69,0.006,0.018,0.019,18.43
2024-09-03T06-30-00Z,45.7616667,13.4963333,12,26.97,-3.34,0.143,-0.069,0.159,115.76,0,0.044,0.044,0
2024-09-03T06-40-00Z,45.7616667,13.4963333,12.04,26.97,-4.07,0.102,-0.077,0.128,127.05,0.008,0.033,0.034,13.63
2024-09-03T06-50-00Z,45.7616667,13.4963333,12.09,26.97,-12.43,0.087,-0.084,0.121,133.99,0.003,0.038,0.038,4.51
2024-09-03T07-00-00Z,45.7616667,13.4963333,12.13,26.97,-3.33,0.059,-0.057,0.082,134.01,-0.001,0.017,0.017,356.63
2024-09-03T07-10-00Z,45.7616667,13.4963333,12.16,26.97,15.64,0.001,-0.064,0.064,179.1,0.024,0.016,0.029,56.31
2024-09-03T07-20-00Z,45.7616667,13.4963333,12.21,26.97,11.27,0.02,-0.055,0.059,160.02,0.032,0.031,0.045,45.91
2024-09-03T07-30-00Z,45.7616667,13.4963333,12.24,26.97,22.3,0.048,-0.061,0.078,141.8,0.048,0.02,0.052,67.38
2024-09-03T07-40-00Z,45.7616667,13.4963333,12.27,26.97,18.16,0.033,-0.068,0.076,154.11,0.032,0.02,0.038,57.99
2024-09-03T07-50-00Z,45.7616667,13.4963333,12.3,26.97,31.19,-0.01,-0.063,0.064,189.02,0.029,-0.012,0.031,112.48
2024-09-03T08-00-00Z,45.7616667,13.4963333,12.32,26.97,15.32,0.007,-0.085,0.085,175.29,0.023,0.023,0.033,45
2024-09-03T08-10-00Z,45.7616667,13.4963333,12.33,26.96,32.62,-0.002,-0.078,0.078,181.47,0.026,-0.007,0.027,105.07
2024-09-03T08-20-00Z,45.7616667,13.4963333,12.34,26.96,49.27,0.009,-0.092,0.092,174.41,0.021,-0.033,0.039,147.53
2024-09-03T08-30-00Z,45.7616667,13.4963333,12.35,26.96,52.48,0.028,-0.086,0.09,161.97,0.044,-0.032,0.054,126.03
2024-09-03T08-40-00Z,45.7616667,13.4963333,12.35,26.96,56.76,0.043,-0.074,0.086,149.84,0.055,-0.038,0.067,124.64
2024-09-03T08-50-00Z,45.7616667,13.4963333,12.35,26.97,47.6,0.05,-0.032,0.059,122.62,0.043,-0.036,0.056,129.94
2024-09-03T09-00-00Z,45.7616667,13.4963333,12.35,26.97,51.44,0.042,-0.02,0.047,115.46,0.06,-0.04,0.072,123.69
2024-09-03T09-10-00Z,45.7616667,13.4963333,12.35,26.97,53.74,-0.005,-0.018,0.019,195.52,0.052,-0.053,0.074,135.55
2024-09-03T09-20-00Z,45.7616667,13.4963333,12.36,26.97,62.55,0.002,-0.052,0.052,177.8,0.093,-0.045,0.103,115.82
2024-09-03T09-30-00Z,45.7616667,13.4963333,12.36,26.97,56.34,-0.019,-0.048,0.052,201.6,0.071,-0.05,0.087,125.15
2024-09-03T09-40-00Z,45.7616667,13.4963333,12.34,26.97,69.38,-0.04,-0.065,0.076,211.61,0.074,-0.066,0.099,131.73
2024-09-03T09-50-00Z,45.7616667,13.4963333,12.32,26.97,45.9,0.03,-0.072,0.078,157.38,0.038,-0.037,0.053,134.24
2024-09-03T10-00-00Z,45.7616667,13.4963333,12.3,26.96,65.47,0.033,-0.101,0.106,161.91,0.079,-0.062,0.1,128.13
2024-09-03T10-10-00Z,45.7616667,13.4963333,12.27,26.96,73.45,0.052,-0.092,0.106,150.52,0.097,-0.066,0.117,124.23
2024-09-03T10-20-00Z,45.7616667,13.4963333,12.23,26.96,76.53,0.013,-0.085,0.086,171.3,0.081,-0.095,0.125,139.55
2024-09-03T10-30-00Z,45.7616667,13.4963333,12.2,26.97,69.32,-0.021,-0.068,0.071,197.16,0.087,-0.084,0.121,133.99
2024-09-03T10-40-00Z,45.7616667,13.4963333,12.17,26.97,78.96,0.023,-0.078,0.081,163.57,0.053,-0.104,0.117,153
2024-09-03T10-50-00Z,45.7616667,13.4963333,12.14,26.98,64.54,0.072,-0.069,0.1,133.78,0.071,-0.08,0.107,138.41
2024-09-03T11-00-00Z,45.7616667,13.4963333,12.11,26.99,61.68,0.039,-0.092,0.1,157.03,0.036,-0.09,0.097,158.2
2024-09-03T11-10-00Z,45.7616667,13.4963333,12.07,26.99,55.57,-0.021,-0.057,0.061,200.22,0.051,-0.086,0.1,149.33
2024-09-03T11-20-00Z,45.7616667,13.4963333,12.03,26.99,70.46,-0.004,-0.051,0.051,184.48,0.076,-0.094,0.121,141.04
2024-09-03T11-30-00Z,45.7616667,13.4963333,11.99,26.99,53.73,0.068,-0.061,0.091,131.89,0.057,-0.084,0.102,145.84
2024-09-03T11-40-00Z,45.7616667,13.4963333,11.94,26.99,75.57,0.009,-0.066,0.067,172.23,0.08,-0.12,0.144,146.31
2024-09-03T11-50-00Z,45.7616667,13.4963333,11.91,26.99,66.06,0.017,-0.058,0.06,163.66,0.057,-0.107,0.121,151.96
2024-09-03T12-00-00Z,45.7616667,13.4963333,11.87,26.99,60.68,-0.086,-0.044,0.097,242.9,0.074,-0.105,0.128,144.83
2024-09-03T12-10-00Z,45.7616667,13.4963333,11.84,26.99,49.81,0.01,-0.059,0.06,170.38,0.041,-0.066,0.078,148.15
2024-09-03T12-20-00Z,45.7616667,13.4963333,11.81,26.99,50.88,-0.009,-0.059,0.06,188.67,0.09,-0.066,0.112,126.25
2024-09-03T12-30-00Z,45.7616667,13.4963333,11.77,26.99,49.02,-0.061,-0.077,0.098,218.39,0.091,-0.072,0.116,128.35
2024-09-03T12-40-00Z,45.7616667,13.4963333,11.75,26.99,51.16,0.011,-0.044,0.045,165.96,0.051,-0.078,0.093,146.82
2024-09-03T12-50-00Z,45.7616667,13.4963333,11.74,26.99,30.13,0.036,-0.032,0.048,131.63,0.017,-0.05,0.053,161.22
2024-09-03T13-00-00Z,45.7616667,13.4963333,11.72,26.99,35.69,-0.038,-0.05,0.063,217.23,0.026,-0.05,0.056,152.53
2024-09-03T13-10-00Z,45.7616667,13.4963333,11.71,26.99,26.71,-0.085,-0.042,0.095,243.71,0.005,-0.058,0.058,175.07
2024-09-03T13-20-00Z,45.7616667,13.4963333,11.69,26.99,51.97,-0.048,-0.066,0.082,216.03,0.063,-0.082,0.103,142.47
2024-09-03T13-30-00Z,45.7616667,13.4963333,11.66,26.99,54.54,-0.056,-0.054,0.078,226.04,0.065,-0.078,0.102,140.19
2024-09-03T13-40-00Z,45.7616667,13.4963333,11.64,26.99,53.79,-0.122,-0.085,0.149,235.13,0.045,-0.092,0.102,153.94
2024-09-03T13-50-00Z,45.7616667,13.4963333,11.62,26.99,43.73,-0.028,-0.053,0.06,207.85,0.019,-0.066,0.069,163.94
2024-09-03T14-00-00Z,45.7616667,13.4963333,11.6,26.99,28.9,-0.026,-0.03,0.04,220.91,0.034,-0.042,0.054,141.01
2024-09-03T14-10-00Z,45.7616667,13.4963333,11.59,26.99,28.71,-0.009,-0.023,0.025,201.37,0.029,-0.046,0.054,147.77
2024-09-03T14-20-00Z,45.7616667,13.4963333,11.59,26.99,8.82,-0.026,-0.015,0.03,240.02,0.036,-0.015,0.039,112.62
2024-09-03T14-30-00Z,45.7616667,13.4963333,11.59,26.99,14.84,-0.076,-0.036,0.084,244.65,0.036,-0.005,0.036,97.91
2024-09-03T14-40-00Z,45.7616667,13.4963333,11.58,26.99,-24.06,-0.106,-0.076,0.13,234.36,0.03,0.034,0.045,41.42
2024-09-03T14-50-00Z,45.7616667,13.4963333,11.57,26.99,7.61,-0.116,-0.054,0.128,245.04,0.03,-0.023,0.038,127.48
2024-09-03T15-00-00Z,45.7616667,13.4963333,11.57,26.99,-2.06,-0.107,-0.038,0.114,250.45,0.004,-0.004,0.006,135
2024-09-03T15-10-00Z,45.7616667,13.4963333,11.56,26.99,19.6,-0.083,-0.026,0.087,252.61,0.06,-0.02,0.063,108.43
2024-09-03T15-20-00Z,45.7616667,13.4963333,11.56,27,6.72,-0.128,-0.026,0.131,258.52,0.052,0.006,0.052,83.42
2024-09-03T15-30-00Z,45.7616667,13.4963333,11.56,26.99,8.76,-0.117,-0.008,0.117,266.09,0.015,-0.027,0.031,150.95
2024-09-03T15-40-00Z,45.7616667,13.4963333,11.57,26.99,3.12,-0.034,-0.038,0.051,221.82,0.002,-0.005,0.005,158.2
2024-09-03T15-50-00Z,45.7616667,13.4963333,11.59,26.99,-2.63,0.003,-0.002,0.004,123.69,0.01,0.003,0.01,73.3
2024-09-03T16-00-00Z,45.7616667,13.4963333,11.62,27,-14.76,-0,-0.032,0.032,180,0.016,0.034,0.038,25.2
2024-09-03T16-10-00Z,45.7616667,13.4963333,11.66,27,-28.82,0.017,-0.019,0.025,138.18,0.011,0.063,0.064,9.9
2024-09-03T16-20-00Z,45.7616667,13.4963333,11.7,27,-43.66,0.008,-0.003,0.009,110.56,-0.035,0.082,0.089,336.89
2024-09-03T16-30-00Z,45.7616667,13.4963333,11.74,26.99,-11.97,0.059,-0.054,0.08,132.47,0.006,0.05,0.05,6.84
2024-09-03T16-40-00Z,45.7616667,13.4963333,11.78,26.99,-12.75,0.071,-0.066,0.097,132.91,-0.006,0.044,0.044,352.23
2024-09-03T16-50-00Z,45.7616667,13.4963333,11.8,26.99,-6.26,0.057,-0.075,0.094,142.77,0,0.05,0.05,0
2024-09-03T17-00-00Z,45.7616667,13.4963333,11.84,26.99,0.48,-0.02,-0.032,0.038,212.01,0.025,0.016,0.03,57.38
2024-09-03T17-10-00Z,45.7616667,13.4963333,11.86,26.99,-1.95,-0.021,-0.043,0.048,206.03,0.035,0.027,0.044,52.35
2024-09-03T17-20-00Z,45.7616667,13.4963333,11.89,26.99,13.77,0.057,-0.017,0.059,106.61,0.041,0,0.041,90
2024-09-03T17-30-00Z,45.7616667,13.4963333,11.93,26.99,1.6,0.024,-0.006,0.025,104.04,0.02,0.018,0.027,48.01
2024-09-03T17-40-00Z,45.7616667,13.4963333,11.96,26.99,3.14,0.029,-0.049,0.057,149.38,0.043,0.038,0.057,48.53
2024-09-03T17-50-00Z,45.7616667,13.4963333,12.01,26.99,4.13,-0.02,-0.037,0.042,208.39,0.03,0.017,0.034,60.46
2024-09-03T18-00-00Z,45.7616667,13.4963333,12.04,26.99,10.08,-0.022,-0.083,0.086,194.85,0.02,0.022,0.03,42.27
2024-09-03T18-10-00Z,45.7616667,13.4963333,12.06,26.99,7.74,0.03,-0.055,0.063,151.39,0.014,0.035,0.038,21.8
2024-09-03T18-20-00Z,45.7616667,13.4963333,12.08,27,11.53,0.019,-0.019,0.027,135,0.013,0.018,0.022,35.84
2024-09-03T18-30-00Z,45.7616667,13.4963333,12.11,27,12.71,0.008,-0.046,0.047,170.13,0.012,0.001,0.012,85.24
2024-09-03T18-40-00Z,45.7616667,13.4963333,12.13,27,26.37,0.02,-0.062,0.065,162.12,0.013,-0.01,0.016,127.57
2024-09-03T18-50-00Z,45.7616667,13.4963333,12.15,27,17.26,0.04,-0.046,0.061,138.99,0.026,-0.007,0.027,105.07
2024-09-03T19-00-00Z,45.7616667,13.4963333,12.17,27,6.02,-0.019,-0.019,0.027,225,0.008,0.003,0.009,69.44
2024-09-03T19-10-00Z,45.7616667,13.4963333,12.18,27,20.16,0.008,-0.037,0.038,167.8,0.034,-0.013,0.036,110.92
2024-09-03T19-20-00Z,45.7616667,13.4963333,12.19,27,31.65,-0.015,-0.023,0.027,213.11,0.045,-0.036,0.058,128.66
2024-09-03T19-30-00Z,45.7616667,13.4963333,12.2,27,24.05,-0.016,-0.041,0.044,201.32,0.031,-0.008,0.032,104.47
2024-09-03T19-40-00Z,45.7616667,13.4963333,12.2,27,28.29,-0.026,-0.027,0.037,223.92,0.04,-0.021,0.045,117.7
2024-09-03T19-50-00Z,45.7616667,13.4963333,12.22,27,31.84,-0.032,-0.042,0.053,217.3,0.041,-0.021,0.046,117.12
2024-09-03T20-00-00Z,45.7616667,13.4963333,12.24,27,25.08,-0.03,0.006,0.031,281.31,0.033,-0.023,0.04,124.88
2024-09-03T20-10-00Z,45.7616667,13.4963333,12.25,27,8.79,-0.074,-0.02,0.077,254.88,0.017,0.008,0.019,64.8
2024-09-03T20-20-00Z,45.7616667,13.4963333,12.26,27,16.8,-0.071,-0.032,0.078,245.74,0.005,-0.01,0.011,153.43
2024-09-03T20-30-00Z,45.7616667,13.4963333,12.26,27,23.94,-0.073,-0.049,0.088,236.13,0.025,-0.009,0.027,109.8
2024-09-03T20-40-00Z,45.7616667,13.4963333,12.26,27,34.72,-0.071,-0.043,0.083,238.8,0.054,-0.028,0.061,117.41
2024-09-03T20-50-00Z,45.7616667,13.4963333,12.25,27,65.44,-0.04,-0.062,0.074,212.83,0.071,-0.066,0.097,132.91
2024-09-03T21-00-00Z,45.7616667,13.4963333,12.25,27,69.69,-0.083,-0.035,0.09,247.14,0.052,-0.09,0.104,149.98
2024-09-03T21-10-00Z,45.7616667,13.4963333,12.22,27,69.36,-0.088,-0.033,0.094,249.44,0.075,-0.084,0.113,138.24
2024-09-03T21-20-00Z,45.7616667,13.4963333,12.21,27,56.31,-0.08,-0.025,0.084,252.65,0.052,-0.073,0.09,144.54
2024-09-03T21-30-00Z,45.7616667,13.4963333,12.18,26.99,65.82,-0.111,-0.01,0.111,264.85,0.061,-0.086,0.105,144.65
2024-09-03T21-40-00Z,45.7616667,13.4963333,12.15,27,69.2,-0,-0.041,0.041,180,0.032,-0.067,0.074,154.47
2024-09-03T21-50-00Z,45.7616667,13.4963333,12.13,27,58.57,-0.047,-0.043,0.064,227.54,0.014,-0.065,0.066,167.85
2024-09-03T22-00-00Z,45.7616667,13.4963333,12.09,27,70.59,-0.045,-0.024,0.051,241.93,0.024,-0.076,0.08,162.47
2024-09-03T22-10-00Z,45.7616667,13.4963333,12.06,27,83.81,0.033,-0.061,0.069,151.59,0.051,-0.076,0.092,146.14
2024-09-03T22-20-00Z,45.7616667,13.4963333,12.04,27,62.42,0.063,-0.025,0.068,111.64,0.044,-0.055,0.07,141.34
2024-09-03T22-30-00Z,45.7616667,13.4963333,12.02,27,52.07,0.036,-0.04,0.054,138.01,0.007,-0.04,0.041,170.07
2024-09-03T22-40-00Z,45.7616667,13.4963333,12,27,35.83,0.006,-0.048,0.048,172.87,0.041,-0.028,0.05,124.33
2024-09-03T22-50-00Z,45.7616667,13.4963333,11.96,27,54.11,-0.086,-0.06,0.105,235.1,0.049,-0.075,0.09,146.84
2024-09-03T23-00-00Z,45.7616667,13.4963333,11.92,26.99,63.55,-0.064,-0.057,0.086,228.31,0.068,-0.091,0.114,143.23
2024-09-03T23-10-00Z,45.7616667,13.4963333,11.88,26.99,72.6,-0.079,-0.075,0.109,226.49,0.063,-0.114,0.13,151.07
2024-09-03T23-20-00Z,45.7616667,13.4963333,11.82,26.99,47.81,-0.104,-0.079,0.131,232.78,0.035,-0.081,0.088,156.63
2024-09-03T23-30-00Z,45.7616667,13.4963333,11.78,26.99,49.44,-0.018,-0.028,0.033,212.74,0.075,-0.074,0.105,134.62
2024-09-03T23-40-00Z,45.7616667,13.4963333,11.74,26.99,41.91,0.016,-0.012,0.02,126.87,0.051,-0.059,0.078,139.16
2024-09-03T23-50-00Z,45.7616667,13.4963333,11.71,26.99,44.29,0.016,-0.005,0.017,107.35,0.044,-0.064,0.078,145.49
2024-09-04T00-00-00Z,45.7616667,13.4963333,11.69,26.99,24.92,0.012,-0.013,0.018,137.29,0.038,-0.026,0.046,124.38
2024-09-04T00-10-00Z,45.7616667,13.4963333,11.67,26.99,43.59,-0.004,-0.057,0.057,184.01,0.005,-0.057,0.057,174.99
2024-09-04T00-20-00Z,45.7616667,13.4963333,11.63,26.99,71.59,-0.135,-0.047,0.143,250.8,0.056,-0.067,0.087,140.11
2024-09-04T00-30-00Z,45.7616667,13.4963333,11.59,26.99,89.73,-0.147,-0.056,0.157,249.15,0.075,-0.105,0.129,144.46
2024-09-04T00-40-00Z,45.7616667,13.4963333,11.55,26.99,79.17,-0.181,-0.074,0.196,247.76,0.073,-0.103,0.126,144.67
2024-09-04T00-50-00Z,45.7616667,13.4963333,11.52,26.99,28.82,-0.136,-0.037,0.141,254.78,0.029,-0.031,0.042,136.91
2024-09-04T01-00-00Z,45.7616667,13.4963333,11.5,26.99,9.69,-0.142,-0.042,0.148,253.52,-0.023,-0.021,0.031,227.6
2024-09-04T01-10-00Z,45.7616667,13.4963333,11.49,26.99,-2.41,-0.018,0.005,0.019,285.52,-0.005,0.01,0.011,333.43
2024-09-04T01-20-00Z,45.7616667,13.4963333,11.46,26.99,10.16,-0.098,-0.048,0.109,243.9,0.027,-0.011,0.029,112.17
2024-09-04T01-30-00Z,45.7616667,13.4963333,11.44,26.99,15.6,-0.134,-0.06,0.147,245.88,0.029,-0.032,0.043,137.82
2024-09-04T01-40-00Z,45.7616667,13.4963333,11.4,26.99,37.24,-0.13,-0.07,0.148,241.7,0.059,-0.062,0.086,136.42
2024-09-04T01-50-00Z,45.7616667,13.4963333,11.35,26.99,49.95,-0.158,-0.05,0.166,252.44,0.047,-0.105,0.115,155.89
2024-09-04T02-00-00Z,45.7616667,13.4963333,11.32,26.99,37.09,-0.011,-0.023,0.025,205.56,0.035,-0.068,0.076,152.76
2024-09-04T02-10-00Z,45.7616667,13.4963333,11.3,27,45.77,-0.037,-0.029,0.047,231.91,0.005,-0.079,0.079,176.38
2024-09-04T02-20-00Z,45.7616667,13.4963333,11.27,26.99,35.17,-0.017,-0.054,0.057,197.47,0.017,-0.053,0.056,162.22
2024-09-04T02-30-00Z,45.7616667,13.4963333,11.25,27,13.49,-0.08,-0.026,0.084,252,0.028,-0.017,0.033,121.26
2024-09-04T02-40-00Z,45.7616667,13.4963333,11.23,27,13.14,-0.164,-0.019,0.165,263.39,-0.008,-0.049,0.05,189.27
2024-09-04T02-50-00Z,45.7616667,13.4963333,11.22,27,25.7,-0.145,-0.016,0.146,263.7,0.01,-0.058,0.059,170.22
2024-09-04T03-00-00Z,45.7616667,13.4963333,11.22,27,22,-0.14,-0.066,0.155,244.76,0.003,-0.038,0.038,175.49
2024-09-04T03-10-00Z,45.7616667,13.4963333,11.22,27,22.64,-0.078,-0.057,0.097,233.84,0.025,-0.023,0.034,132.61
2024-09-04T03-20-00Z,45.7616667,13.4963333,11.23,27,-0.66,-0.121,-0.034,0.126,254.31,0.001,0.014,0.014,4.09
2024-09-04T03-30-00Z,45.7616667,13.4963333,11.25,27,-2.68,-0.139,-0.046,0.146,251.69,-0.034,0.002,0.034,273.37
2024-09-04T03-40-00Z,45.7616667,13.4963333,11.29,26.99,-12.26,-0.118,-0.036,0.123,253.03,-0.067,0.007,0.067,275.96
2024-09-04T03-50-00Z,45.7616667,13.4963333,11.31,26.99,-0.28,-0.091,-0.052,0.105,240.26,-0.008,0.008,0.011,315
2024-09-04T04-00-00Z,45.7616667,13.4963333,11.35,26.99,-0.71,-0.069,-0.064,0.094,227.15,-0.015,0.013,0.02,310.91
2024-09-04T04-10-00Z,45.7616667,13.4963333,11.39,26.99,-3.05,-0.044,-0.069,0.082,212.52,0.013,0.04,0.042,18
2024-09-04T04-20-00Z,45.7616667,13.4963333,11.43,26.99,-13.7,-0.044,-0.061,0.075,215.8,-0.039,0.039,0.055,315
2024-09-04T04-30-00Z,45.7616667,13.4963333,11.47,27,-6.33,-0.014,-0.061,0.063,192.93,-0.028,0.03,0.041,316.97
2024-09-04T04-40-00Z,45.7616667,13.4963333,11.51,27,12.51,-0.033,-0.083,0.089,201.68,0.015,0.004,0.016,75.07
2024-09-04T04-50-00Z,45.7616667,13.4963333,11.54,27,10.28,-0.032,-0.034,0.047,223.26,0.009,-0.005,0.01,119.05
2024-09-04T05-00-00Z,45.7616667,13.4963333,11.61,27,-11.14,0.066,-0.05,0.083,127.15,-0.008,0.051,0.052,351.09
2024-09-04T05-10-00Z,45.7616667,13.4963333,11.65,27,-14.42,0.058,-0.05,0.077,130.76,-0.014,0.047,0.049,343.41
2024-09-04T05-20-00Z,45.7616667,13.4963333,11.69,27,-11.14,0.067,-0.069,0.096,135.84,-0.014,0.049,0.051,344.05
2024-09-04T05-30-00Z,45.7616667,13.4963333,11.72,27,15.34,0.156,-0.068,0.17,113.55,0.044,0.01,0.045,77.2
2024-09-04T05-40-00Z,45.7616667,13.4963333,11.75,27,16.37,0.093,-0.047,0.104,116.81,-0.003,-0.002,0.004,236.31
2024-09-04T05-50-00Z,45.7616667,13.4963333,11.8,27,-1.37,0.16,-0.042,0.165,104.71,-0.023,0.02,0.03,311.01
2024-09-04T06-00-00Z,45.7616667,13.4963333,11.83,27,4.69,0.137,-0.044,0.144,107.81,-0.004,0.01,0.011,338.2
2024-09-04T06-10-00Z,45.7616667,13.4963333,11.86,26.99,12.25,0.129,-0.045,0.137,109.23,0.03,0.013,0.033,66.57
2024-09-04T06-20-00Z,45.7616667,13.4963333,11.91,26.99,-2.92,0.085,-0.056,0.102,123.38,-0.006,0.025,0.026,346.5
2024-09-04T06-30-00Z,45.7616667,13.4963333,11.95,26.99,11.68,0.103,-0.044,0.112,113.13,0.03,-0,0.03,90
2024-09-04T06-40-00Z,45.7616667,13.4963333,11.99,26.99,-11.5,0.093,-0.03,0.098,107.88,-0.01,0.04,0.041,345.96
2024-09-04T07-00-00Z,45.7616667,13.4963333,12.06,27,-1.16,0.132,-0.063,0.146,115.51,0.031,0.035,0.047,41.53
2024-09-04T07-10-00Z,45.7616667,13.4963333,12.09,27,8.24,0.168,-0.047,0.174,105.63,0.02,0.024,0.031,39.81
2024-09-04T07-20-00Z,45.7616667,13.4963333,12.13,27,-4.34,0.163,-0.038,0.167,103.12,-0.015,0.031,0.034,334.18
2024-09-04T07-30-00Z,45.7616667,13.4963333,12.19,27,-30.27,0.048,-0.011,0.049,102.91,0.018,0.077,0.079,13.16
2024-09-04T07-40-00Z,45.7616667,13.4963333,12.22,27,-7.26,0.039,-0.033,0.051,130.24,0.014,0.035,0.038,21.8
2024-09-04T07-50-00Z,45.7616667,13.4963333,12.26,27,4.71,0.025,-0.028,0.038,138.24,0.023,0.024,0.033,43.78
2024-09-04T08-00-00Z,45.7616667,13.4963333,12.29,27,3.27,0.019,-0.048,0.052,158.4,0.017,0.038,0.042,24.1
2024-09-04T08-10-00Z,45.7616667,13.4963333,12.33,27,5.36,0.037,-0.037,0.052,135,0.017,0.03,0.034,29.54
2024-09-04T08-20-00Z,45.7616667,13.4963333,12.35,27,14,0.037,-0.065,0.075,150.35,0.016,0.017,0.023,43.26
2024-09-04T08-30-00Z,45.7616667,13.4963333,12.35,27,19.47,0.001,-0.084,0.084,179.32,0.023,0.008,0.024,70.82
2024-09-04T08-40-00Z,45.7616667,13.4963333,12.36,27,28.77,-0,-0.075,0.075,180,0.034,-0.007,0.035,101.63
2024-09-04T08-50-00Z,45.7616667,13.4963333,12.35,27,20.48,-0.013,-0.05,0.052,194.57,0.034,-0.002,0.034,93.37
2024-09-04T09-00-00Z,45.7616667,13.4963333,12.37,27,4.42,0.041,-0.039,0.057,133.57,0.027,0.028,0.039,43.96
2024-09-04T09-10-00Z,45.7616667,13.4963333,12.36,27,41.63,0.04,-0.066,0.077,148.78,0.075,-0.019,0.077,104.22
